human	bakers	score
Q9Y276	P32839	0.14126333059885152
Q9Y4W6	P32839	0.027301066447908123
Q8NB90	P32839	0.026726825266611975
Q8NB90	P32839	0.024757998359310907
Q8NB90	P32839	0.024708777686628384
Q8NB90	P32839	0.022739950779327316
P62333	P32839	0.025922887612797374
Q96TA2	P32839	0.026218211648892535
Q9UQ90	P32839	0.02566037735849057
P62191	P32839	0.02424938474159147
P62195	P32839	0.024150943396226414
Q9BVQ7	P32839	0.024085315832649716
O15381	P32839	0.02336341263330599
O15381	P32839	0.023117309269893357
O15381	P32839	0.023117309269893357
O15381	P32839	0.022871205906480722
P35998	P32839	0.021853978671041836
P43686	P32839	0.021853978671041836
P55072	P32839	0.021853978671041836
Q13608	P32839	0.023002461033634125
Q8TDC3	P34244	0.10106644790812142
Q8IWQ3	P34244	0.09680065627563576
P27448	P34244	0.0771123872026251
Q13131	P34244	0.0741591468416735
P54646	P34244	0.0741591468416735
Q7KZI7	P34244	0.07612797374897456
Q96L34	P34244	0.07432321575061526
Q9Y2K2	P34244	0.0756357670221493
Q9P0L2	P34244	0.07448728465955701
O60285	P34244	0.07071369975389663
Q14680	P34244	0.06923707957342083
A0A0B4J2F2	P34244	0.06923707957342083
P57059	P34244	0.06923707957342083
Q9NRH2	P34244	0.06923707957342083
Q9H0K1	P34244	0.06940114848236259
Q9H093	P34244	0.06529942575881871
Q8IU85	P34244	0.06283839212469237
Q14012	P34244	0.06021328958162428
Q13557	P34244	0.06136177194421657
Q6P2M8	P34244	0.05824446267432322
Q13554	P34244	0.05972108285479902
Q9UQM7	P34244	0.05808039376538146
Q96NX5	P34244	0.05758818703855619
O00444	P34244	0.06004922067268253
O43293	P34244	0.05726004922067268
Q9UIK4	P34244	0.05627563576702215
P53355	P34244	0.06004922067268253
Q13555	P34244	0.05775225594749795
O14757	P34244	0.05611156685808039
O14936	P34244	0.05775225594749795
P11801	P34244	0.05709598031173093
O96017	P34244	0.05578342904019688
Q16566	P34244	0.053814602132895815
Q9C098	P34244	0.05512715340442986
P15735	P34244	0.053158326497128795
Q96PN8	P34244	0.051681706316652996
Q8NCB2	P34244	0.05053322395406071
Q86YV6	P34244	0.052502050861361775
Q6SA08	P34244	0.05151763740771124
Q96QS6	P34244	0.05184577522559475
Q9BXA7	P34244	0.05118949958982773
O15075	P34244	0.053650533223954064
P51817	P34244	0.05053322395406071
Q8N568	P34244	0.052830188679245285
Q16816	P34244	0.04987694831829368
Q96PF2	P34244	0.04954881050041017
O14965	P34244	0.04889253486464315
Q9UQB9	P34244	0.04725184577522559
O43930	P34244	0.04675963904840033
P51812	P34244	0.04938474159146842
P51812	P34244	0.04561115668580804
P51812	P34244	0.045775225594749794
P51812	P34244	0.04200164068908942
Q9BXA6	P34244	0.04626743232157506
Q15746	P34244	0.04954881050041017
Q15418	P34244	0.04856439704675964
Q15418	P34244	0.045775225594749794
Q15418	P34244	0.045775225594749794
Q15418	P34244	0.04298605414273995
P22612	P34244	0.04626743232157506
P17612	P34244	0.04741591468416735
Q9NYY3	P34244	0.04840032813781788
Q9H4B4	P34244	0.0475799835931091
P57058	P34244	0.04790812141099262
P22694	P34244	0.04561115668580804
Q15349	P34244	0.04774405250205086
Q15349	P34244	0.04561115668580804
Q15349	P34244	0.04561115668580804
Q15349	P34244	0.043478260869565216
Q32MK0	P34244	0.04741591468416735
Q04759	P34244	0.04708777686628384
O75582	P34244	0.04741591468416735
O75582	P34244	0.04446267432321575
O75582	P34244	0.04446267432321575
O75582	P34244	0.04150943396226415
Q9UK32	P34244	0.04692370795734208
Q9UK32	P34244	0.043478260869565216
Q9UK32	P34244	0.043314191960623465
Q9UK32	P34244	0.0398687448728466
Q8IYT8	P34244	0.04692370795734208
Q9NRP7	P34244	0.046103363412633304
Q9BYT3	P34244	0.044790812141099264
Q9Y243	P34244	0.044298605414273995
Q96RR4	P34244	0.045283018867924525
Q6P3R8	P34244	0.045118949958982774
P49137	P34244	0.043478260869565216
Q8N2I9	P34244	0.043806398687448726
Q9H1R3	P34244	0.044134536505332236
P23443	P34244	0.043970467596390485
Q9UBS0	P34244	0.042821985233798196
Q99759	P34244	0.043970467596390485
Q15831	P34244	0.044626743232157505
P51956	P34244	0.043150123051681706
Q9UEE5	P34244	0.04232977850697293
P31751	P34244	0.04265791632485644
O00141	P34244	0.04232977850697293
P51957	P34244	0.043806398687448726
Q96GD4	P34244	0.043314191960623465
O60307	P34244	0.043970467596390485
Q00526	P34244	0.04068908941755537
Q9HBY8	P34244	0.042165709598031176
P31749	P34244	0.04200164068908942
Q6P0Q8	P34244	0.043314191960623465
O75385	P34244	0.04446267432321575
P17252	P34244	0.04265791632485644
Q96PY6	P34244	0.04298605414273995
Q9P1W9	P34244	0.04052502050861362
O15530	P34244	0.04183757178014766
P24723	P34244	0.042165709598031176
O94768	P34244	0.04068908941755537
Q9Y2H9	P34244	0.04232977850697293
Q05655	P34244	0.04167350287120591
Q6A1A2	P34244	0.04019688269073011
Q86SG6	P34244	0.04167350287120591
Q8TD19	P34244	0.04200164068908942
Q8IW41	P34244	0.04068908941755537
Q96BR1	P34244	0.04101722723543889
P53350	P34244	0.04167350287120591
P11309	P34244	0.03937653814602133
Q9Y2U5	P34244	0.04101722723543889
O15021	P34244	0.04183757178014766
P05771	P34244	0.04101722723543889
O75676	P34244	0.04150943396226415
O75676	P34244	0.04085315832649713
O75676	P34244	0.03888433141919606
O75676	P34244	0.03822805578342904
P41743	P34244	0.04068908941755537
P06493	P34244	0.03872026251025431
Q6PHR2	P34244	0.04019688269073011
Q13233	P34244	0.0413453650533224
Q13464	P34244	0.04068908941755537
Q5VST9	P34244	0.04101722723543889
P05129	P34244	0.04003281378178835
Q16644	P34244	0.03888433141919606
Q96RU8	P34244	0.03839212469237079
O75962	P34244	0.04068908941755537
Q13177	P34244	0.03937653814602133
Q8N5S9	P34244	0.04085315832649713
O60229	P34244	0.04003281378178835
O75116	P34244	0.0398687448728466
Q13153	P34244	0.03904840032813782
O75914	P34244	0.03921246923707957
Q8WZ42	P34244	0.04003281378178835
Q05513	P34244	0.03904840032813782
Q9NQU5	P34244	0.03904840032813782
Q92519	P34244	0.03757178014766202
Q96RG2	P34244	0.03921246923707957
O96013	P34244	0.03839212469237079
Q00532	P34244	0.03707957342083675
P51955	P34244	0.03691550451189499
Q9P286	P34244	0.03855619360131255
Q9Y2H1	P34244	0.03740771123872026
O94804	P34244	0.03806398687448728
Q02156	P34244	0.03773584905660377
P24941	P34244	0.035767022149302705
Q15772	P34244	0.03806398687448728
Q15772	P34244	0.03773584905660377
Q15772	P34244	0.03773584905660377
Q15772	P34244	0.03740771123872026
Q9BZL6	P34244	0.03773584905660377
Q15139	P34244	0.03773584905660377
Q92772	P34244	0.03675143560295324
Q9H2G2	P34244	0.03757178014766202
Q9Y6R4	P34244	0.03757178014766202
Q13237	P34244	0.03675143560295324
Q96RU7	P34244	0.035110746513535684
Q13188	P34244	0.03609515996718622
P45984	P34244	0.035438884331419195
O94806	P34244	0.03658736669401148
Q13976	P34244	0.03625922887612797
Q8IVW4	P34244	0.03593109105824446
Q13043	P34244	0.03527481542247744
Q00535	P34244	0.033798195242001644
Q6ZN16	P34244	0.03609515996718622
Q9HBH9	P34244	0.03675143560295324
Q9BUB5	P34244	0.03691550451189499
Q9Y5S2	P34244	0.03593109105824446
Q5VT25	P34244	0.035438884331419195
O95747	P34244	0.034782608695652174
Q15208	P34244	0.034454470877768664
O95835	P34244	0.035110746513535684
Q00536	P34244	0.034454470877768664
Q6DT37	P34244	0.034618539786710416
Q00537	P34244	0.033962264150943396
Q9UEW8	P34244	0.033962264150943396
Q8IVH8	P34244	0.034454470877768664
P43250	P34244	0.034126333059885154
O76039	P34244	0.034126333059885154
Q9Y4K4	P34244	0.034126333059885154
Q9UKE5	P34244	0.034454470877768664
Q5MAI5	P34244	0.03281378178835111
P53779	P34244	0.032977850697292865
Q9P289	P34244	0.03304347826086956
Q07002	P34244	0.03278096800656276
Q9NYV4	P34244	0.032977850697292865
Q16584	P34244	0.03281378178835111
Q16539	P34244	0.03191140278917145
Q99683	P34244	0.03281378178835111
O95819	P34244	0.033634126333059886
P45983	P34244	0.03209187858900739
Q9UPZ9	P34244	0.032616899097621
O14578	P34244	0.032682526661197704
Q8NEV4	P34244	0.0327481542247744
P20794	P34244	0.03222313371616079
O00506	P34244	0.03191140278917145
P35626	P34244	0.03222313371616079
O43318	P34244	0.03184577522559475
Q8NG66	P34244	0.03179655455291223
Q14004	P34244	0.03209187858900739
Q9Y6E0	P34244	0.03146841673502871
Q8TDX7	P34244	0.029942575881870385
Q96LW2	P34244	0.03159967186218211
O95382	P34244	0.03184577522559475
Q16513	P34244	0.03460213289581624
P27361	P34244	0.030648072190319935
P31152	P34244	0.03097621000820345
P25098	P34244	0.031025430680885976
Q9UBE8	P34244	0.030910582444626744
Q8WXR4	P34244	0.031140278917145204
O43283	P34244	0.031205906480721902
Q9HC98	P34244	0.02982772764561116
Q9NRM7	P34244	0.030910582444626744
P49840	P34244	0.029433962264150945
P80192	P34244	0.030713699753896633
Q8TD08	P34244	0.030319934372436425
P28482	P34244	0.029696472518457754
Q7L7X3	P34244	0.03051681706316653
P49841	P34244	0.03141919606234619
O94921	P34244	0.02982772764561116
Q15835	P34244	0.030959803117309267
O15264	P34244	0.02926989335520919
Q16659	P34244	0.03013945857260049
Q13163	P34244	0.029565217391304344
Q16512	P34244	0.03319114027891715
Q09013	P34244	0.030648072190319935
Q92918	P34244	0.029565217391304344
P34947	P34244	0.029384741591468415
Q13882	P34244	0.028876127973748975
Q15759	P34244	0.028187038556193603
Q99558	P34244	0.02874487284659557
Q12851	P34244	0.02874487284659557
P51813	P34244	0.028564397046759643
Q8IZL9	P34244	0.027366694011484824
Q9H2K8	P34244	0.028318293683347005
Q12852	P34244	0.02774405250205086
Q6P5Z2	P34244	0.031025430680885972
P04049	P34244	0.0279901558654635
Q96C45	P34244	0.027858900738310093
O15111	P34244	0.027612797374897458
P53667	P34244	0.02756357670221493
Q00534	P34244	0.02679245283018868
P50613	P34244	0.026480721903199344
P09769	P34244	0.026841673502871206
Q02779	P34244	0.02716981132075472
P53671	P34244	0.026907301066447908
Q13164	P34244	0.026907301066447908
Q86UX6	P34244	0.026480721903199344
P10398	P34244	0.02654634946677605
P15056	P34244	0.02685808039376538
Q8N165	P34244	0.025594749794913864
Q02750	P34244	0.026037735849056602
P19525	P34244	0.026283839212469236
Q13546	P34244	0.026283839212469236
O14733	P34244	0.026037735849056602
Q9UL54	P34244	0.026283839212469236
P42681	P34244	0.025791632485643968
Q96Q40	P34244	0.02572600492206727
P49759	P34244	0.025266611977030354
P19784	P34244	0.025151763740771126
Q9BWU1	P34244	0.025479901558654636
P07948	P34244	0.025086136177194417
P68400	P34244	0.025775225594749793
Q15569	P34244	0.024971287940935193
Q9UQ07	P34244	0.02464315012305168
Q9BQI3	P34244	0.024708777686628384
Q96S53	P34244	0.024708777686628384
Q08881	P34244	0.024774405250205085
Q9NSY1	P34244	0.024708777686628384
Q8NEV1	P34244	0.025151763740771126
P49336	P34244	0.024380639868744877
Q8TEA7	P34244	0.02464315012305168
Q9UHD2	P34244	0.023888433141919605
Q96GX5	P34244	0.023199343724364233
Q96GX5	P34244	0.023068088597210833
Q96GX5	P34244	0.023068088597210826
Q96GX5	P34244	0.022936833470057427
P41279	P34244	0.022871205906480722
O60674	P34244	0.023199343724364233
Q9H2X6	P34244	0.023199343724364233
P21802	P34244	0.023002461033634125
P22455	P34244	0.02280557834290402
Q13308	P34244	0.022608695652173914
Q02763	P34244	0.022674323215750615
P52564	P34244	0.021919606234618538
P22607	P34244	0.02237899917965545
P29317	P34244	0.022050861361771944
O75460	P34244	0.022313371616078752
P59998	P33204	0.07579983593109106
Q9UJ83	P06169	0.031534044298605415
P55786	P40462	0.05955701394585726
Q9UIQ6	P40462	0.05726004922067268
Q9UKU6	P40462	0.051681706316652996
Q07075	P40462	0.05118949958982773
P15144	P40462	0.05086136177194422
Q6P179	P40462	0.04954881050041017
A6NEC2	P40462	0.04626743232157506
Q9NZ08	P40462	0.043970467596390485
P62714	P23595	0.1660377358490566
P67775	P23595	0.16587366694011485
P60510	P23595	0.13552091878589007
O00743	P23595	0.12042657916324856
P36873	P23595	0.09351927809680066
P62136	P23595	0.09253486464315012
P62140	P23595	0.09089417555373257
Q08209	P23595	0.07514356029532404
P16298	P23595	0.07350287120590648
P53041	P23595	0.07104183757178015
P48454	P23595	0.07071369975389663
O14829	P23595	0.043150123051681706
O14830	P23595	0.035438884331419195
Q8IWV8	Q07963	0.034454470877768664
Q8IWV7	Q07963	0.027235438884331418
P62837	P15732	0.08400328137817883
P61077	P15732	0.08367514356029532
Q9Y2X8	P15732	0.0830188679245283
P51668	P15732	0.08236259228876128
Q969T4	P15732	0.06792452830188679
P51965	P15732	0.06776045939294503
Q96LR5	P15732	0.06759639048400329
P61088	P15732	0.0475799835931091
P49459	P15732	0.04265791632485644
P63146	P15732	0.04232977850697293
Q9NPD8	P15732	0.04265791632485644
Q5JXB2	P15732	0.04068908941755537
P68036	P15732	0.03904840032813782
P61086	P15732	0.03937653814602133
P62253	P15732	0.03675143560295324
P60604	P15732	0.035110746513535684
Q16763	P15732	0.03560295324036095
O00762	P15732	0.034454470877768664
P63279	P15732	0.03347005742411813
O14933	P15732	0.03314191960623462
Q8IWF7	P15732	0.03097621000820345
P61081	P15732	0.030582444626743234
Q712K3	P15732	0.03051681706316653
P49427	P15732	0.030451189499589828
Q969M7	P15732	0.02933552091878589
P62256	P15732	0.028876127973748975
Q5VVX9	P15732	0.028318293683347005
Q96B02	P15732	0.025922887612797374
Q9H832	P15732	0.025857260049220673
Q8N2K1	P15732	0.021493027071369974
Q9NR09	P15732	0.02211648892534865
Q9Y385	P15732	0.021361771944216568
Q6PJP8	P30620	0.05775225594749795
Q9H816	P30620	0.03209187858900738
Q13972	P07866	0.027169811320754716
O14827	P07866	0.025529122231337166
Q86X27	P07866	0.02484003281378179
Q5JS13	P07866	0.023002461033634125
Q8WZA2	P07866	0.022050861361771944
Q9Y2X8	P15731	0.08433141919606235
P62837	P15731	0.08367514356029532
P61077	P15731	0.08367514356029532
P51668	P15731	0.08236259228876128
Q969T4	P15731	0.06759639048400329
P51965	P15731	0.06743232157506153
Q96LR5	P15731	0.06726825266611977
P61088	P15731	0.04626743232157506
Q9NPD8	P15731	0.04298605414273995
P63146	P15731	0.04167350287120591
P49459	P15731	0.04167350287120591
P68036	P15731	0.03937653814602133
Q5JXB2	P15731	0.03904840032813782
P62253	P15731	0.03707957342083675
P61086	P15731	0.03937653814602133
Q16763	P15731	0.03675143560295324
P60604	P15731	0.035110746513535684
O00762	P15731	0.034454470877768664
P63279	P15731	0.03347005742411813
O14933	P15731	0.03314191960623462
Q8IWF7	P15731	0.030451189499589828
Q712K3	P15731	0.03133716160787531
P61081	P15731	0.030451189499589828
P49427	P15731	0.030451189499589828
Q969M7	P15731	0.02844954881050041
P62256	P15731	0.028498769483182935
Q96B02	P15731	0.026677604593929448
Q5VVX9	P15731	0.02766201804757998
Q9H832	P15731	0.026677604593929448
Q8N2K1	P15731	0.022510254306808856
Q9Y385	P15731	0.02178835110746514
Q9NR09	P15731	0.021607875307629202
Q8TB72	P39016	0.05332239540607055
Q8TB72	P39016	0.039967186218211645
Q8TB72	P39016	0.040344544708777685
Q8TB72	P39016	0.026989335520918787
Q14671	P39016	0.05184577522559475
Q14671	P39016	0.03880229696472518
Q7Z6M1	P38853	0.028547990155865465
P51610	P38853	0.027809680065627562
Q8N653	P38853	0.025775225594749793
Q8N653	P38853	0.025266611977030354
Q6P3S6	P38853	0.02608695652173913
Q9BQ90	P38853	0.024150943396226414
Q9BQ90	P38853	0.023822805578342904
Q9BQ90	P38853	0.023822805578342904
Q9BQ90	P38853	0.02349466776045939
Q9Y2U9	P38853	0.02313371616078753
P60510	P32838	0.1214109926168991
P62714	P32838	0.1158326497128794
P67775	P32838	0.11484823625922888
O00743	P32838	0.10598851517637407
P62136	P32838	0.08105004101722724
P36873	P32838	0.0797374897456932
P62140	P32838	0.07842493847415914
P16298	P32838	0.07153404429860541
Q08209	P32838	0.07054963084495489
P48454	P32838	0.06726825266611977
P53041	P32838	0.06595570139458573
O14829	P32838	0.04692370795734208
O14830	P32838	0.03872026251025431
Q3MHD2	P38828	0.02313371616078753
Q969S3	Q06709	0.035438884331419195
Q969S3	Q06709	0.028318293683347005
Q969S3	Q06709	0.028974569319114026
Q969S3	Q06709	0.021853978671041836
P30405	P14832	0.07744052502050862
P62937	P14832	0.07219031993437244
Q9UNP9	P14832	0.06923707957342083
A0A0B4J2A2	P14832	0.06562756357670221
P23284	P14832	0.06562756357670221
P0DN37	P14832	0.06464315012305168
P0DN26	P14832	0.06431501230516817
Q9Y536	P14832	0.06431501230516817
F5H284	P14832	0.06431501230516817
Q08752	P14832	0.06661197703035275
P49792	P14832	0.06858080393765381
O43447	P14832	0.06267432321575062
P45877	P14832	0.06004922067268253
P30414	P14832	0.06300246103363413
Q13427	P14832	0.06152584085315833
Q8IXY8	P14832	0.04725184577522559
Q96BP3	P14832	0.04265791632485644
Q9Y3C6	P14832	0.03937653814602133
Q9H2H8	P14832	0.03642329778506973
Q13356	P14832	0.03530762920426579
Q6UX04	P14832	0.030582444626743234
Q8WUA2	P14832	0.02831829368334701
Q15562	P18412	0.021542247744052504
P28347	P18412	0.02129614438063987
Q15561	P18412	0.021164889253486464
P30876	P08518	0.47547169811320755
Q9NW08	P08518	0.25069729286300246
Q9H9Y6	P08518	0.10828547990155865
Q9H9Y6	P08518	0.06848236259228875
Q9H9Y6	P08518	0.06848236259228875
Q9H9Y6	P08518	0.02867924528301887
Q96ST2	Q06505	0.034618539786710416
O60337	P40318	0.026677604593929448
O60337	P40318	0.023822805578342904
Q8TDB8	P38156	0.023002461033634125
P11168	P38156	0.02123051681706317
P24666	P40347	0.04232977850697293
Q9UNW1	P35842	0.024085315832649716
Q96QE2	P30605	0.06776045939294503
Q96QE2	P30605	0.044282198523379813
Q96QE2	P30605	0.04592288761279737
Q96QE2	P30605	0.02244462674323216
P11168	P30605	0.05594749794913864
P11169	P30605	0.054634946677604594
P11166	P30605	0.054306808859721084
Q8TDB8	P30605	0.05217391304347826
Q9NY64	P30605	0.05479901558654635
P14672	P30605	0.04971287940935193
Q8TD20	P30605	0.04807219031993437
Q9UGQ3	P30605	0.045775225594749794
Q9NRM0	P30605	0.03757178014766202
P22732	P30605	0.03558654634946678
Q7L1I2	P30605	0.02280557834290402
Q14684	P35178	0.033798195242001644
P56182	P35178	0.02869565217391304
Q9UQB9	P38991	0.08958162428219853
O14965	P38991	0.08941755537325677
Q96GD4	P38991	0.08679245283018867
P51817	P38991	0.05939294503691551
P22694	P38991	0.0579163248564397
P22612	P38991	0.05824446267432322
P17612	P38991	0.0579163248564397
O00444	P38991	0.05840853158326497
Q6A1A2	P38991	0.05578342904019688
O15530	P38991	0.05545529122231337
O43930	P38991	0.052502050861361775
Q9NRH2	P38991	0.055291222313371614
Q13237	P38991	0.054470877768662836
P23443	P38991	0.052830188679245285
Q9UBS0	P38991	0.052009844134536506
Q7KZI7	P38991	0.05332239540607055
P27448	P38991	0.052830188679245285
Q9H0K1	P38991	0.053486464315012305
P31751	P38991	0.05086136177194422
Q96L34	P38991	0.05233798195242002
P54646	P38991	0.05086136177194422
P57059	P38991	0.05184577522559475
A0A0B4J2F2	P38991	0.05184577522559475
Q15349	P38991	0.051353568498769486
Q15349	P38991	0.04675963904840033
Q15349	P38991	0.045283018867924525
Q15349	P38991	0.04068908941755537
Q13976	P38991	0.05151763740771124
Q15418	P38991	0.05053322395406071
Q15418	P38991	0.04626743232157506
Q15418	P38991	0.043970467596390485
Q15418	P38991	0.03970467596390484
Q9Y243	P38991	0.04938474159146842
O60285	P38991	0.04987694831829368
Q9UK32	P38991	0.04971287940935193
Q9UK32	P38991	0.044954881050041015
Q9UK32	P38991	0.043150123051681706
Q9UK32	P38991	0.03839212469237079
O00141	P38991	0.04823625922887613
Q9P0L2	P38991	0.051681706316652996
Q9NYY3	P38991	0.05004101722723544
P31749	P38991	0.04840032813781788
Q9HBY8	P38991	0.04725184577522559
P51812	P38991	0.04889253486464315
P51812	P38991	0.045447087776866284
P51812	P38991	0.043478260869565216
P51812	P38991	0.04003281378178835
Q8TDC3	P38991	0.0502050861361772
Q13131	P38991	0.04790812141099262
Q6P2M8	P38991	0.04725184577522559
Q9Y2K2	P38991	0.04954881050041017
O60307	P38991	0.04905660377358491
O75582	P38991	0.04889253486464315
O75582	P38991	0.04774405250205086
O75582	P38991	0.04790812141099262
O75582	P38991	0.04675963904840033
O75676	P38991	0.0475799835931091
O75676	P38991	0.045775225594749794
O75676	P38991	0.042493847415914686
O75676	P38991	0.04068908941755537
Q6PHR2	P38991	0.04659557013945857
Q04759	P38991	0.046431501230516814
O43293	P38991	0.045775225594749794
Q9C098	P38991	0.04741591468416735
Q96NX5	P38991	0.04708777686628384
Q9H4B4	P38991	0.04708777686628384
Q14012	P38991	0.04626743232157506
Q9H093	P38991	0.04708777686628384
Q9NRP7	P38991	0.04741591468416735
P24723	P38991	0.04626743232157506
Q8N568	P38991	0.04725184577522559
Q02156	P38991	0.045775225594749794
Q8IU85	P38991	0.045283018867924525
Q8IWQ3	P38991	0.04708777686628384
Q16566	P38991	0.04626743232157506
P11801	P38991	0.04561115668580804
O96017	P38991	0.046103363412633304
Q9Y2H1	P38991	0.044954881050041015
P41743	P38991	0.045447087776866284
Q6P0Q8	P38991	0.046103363412633304
P17252	P38991	0.044626743232157505
Q13555	P38991	0.044626743232157505
Q9Y5S2	P38991	0.04446267432321575
P53355	P38991	0.044790812141099264
Q13557	P38991	0.044298605414273995
Q96BR1	P38991	0.04298605414273995
Q6DT37	P38991	0.044134536505332236
Q86UX6	P38991	0.04265791632485644
Q96QS6	P38991	0.043970467596390485
P05771	P38991	0.043314191960623465
Q05655	P38991	0.043478260869565216
Q09013	P38991	0.043970467596390485
Q9UIK4	P38991	0.04150943396226415
Q13464	P38991	0.04298605414273995
Q9UQM7	P38991	0.043478260869565216
Q16644	P38991	0.042493847415914686
O15075	P38991	0.044134536505332236
Q15139	P38991	0.043642329778506975
Q9BZL6	P38991	0.043314191960623465
Q5VT25	P38991	0.042821985233798196
P53350	P38991	0.04298605414273995
Q96PF2	P38991	0.042165709598031176
O15021	P38991	0.043642329778506975
Q14680	P38991	0.042821985233798196
P05129	P38991	0.043642329778506975
Q13554	P38991	0.042821985233798196
Q15208	P38991	0.04150943396226415
O75116	P38991	0.04200164068908942
Q05513	P38991	0.04167350287120591
Q9BYT3	P38991	0.04118129614438064
O94806	P38991	0.04200164068908942
Q6SA08	P38991	0.03954060705496308
Q9Y2H9	P38991	0.0413453650533224
Q96PN8	P38991	0.03921246923707957
O95835	P38991	0.04068908941755537
O75914	P38991	0.04052502050861362
P57058	P38991	0.04036095159967186
P49137	P38991	0.04003281378178835
Q16512	P38991	0.042165709598031176
Q9H1R3	P38991	0.03921246923707957
Q6P3R8	P38991	0.03872026251025431
O14578	P38991	0.04003281378178835
Q15746	P38991	0.03954060705496308
P15735	P38991	0.04036095159967186
Q8IYT8	P38991	0.04118129614438064
Q13177	P38991	0.03954060705496308
Q9H2G2	P38991	0.03855619360131255
Q13153	P38991	0.03904840032813782
Q16513	P38991	0.04052502050861362
Q00532	P38991	0.03789991796554553
Q5VST9	P38991	0.03937653814602133
Q5VST9	P38991	0.03337161607875308
Q5VST9	P38991	0.03204265791632486
Q5VST9	P38991	0.026037735849056602
Q9BXA7	P38991	0.03806398687448728
Q96PY6	P38991	0.03921246923707957
Q9P289	P38991	0.03822805578342904
O14757	P38991	0.037243642329778504
Q96LW2	P38991	0.04036095159967186
Q86YV6	P38991	0.03691550451189499
Q9Y6E0	P38991	0.03773584905660377
Q6P5Z2	P38991	0.03954060705496308
Q96RR4	P38991	0.03839212469237079
Q8IVW4	P38991	0.03707957342083675
O14936	P38991	0.03740771123872026
O95382	P38991	0.03707957342083675
Q99759	P38991	0.03675143560295324
Q9HBH9	P38991	0.03921246923707957
P51956	P38991	0.035767022149302705
Q9NRM7	P38991	0.037243642329778504
O75385	P38991	0.03888433141919606
Q13188	P38991	0.03593109105824446
Q9NQU5	P38991	0.03707957342083675
O00506	P38991	0.03642329778506973
P51957	P38991	0.03691550451189499
Q13043	P38991	0.035767022149302705
Q9HC98	P38991	0.03427399507793273
Q99683	P38991	0.03691550451189499
Q5MAI5	P38991	0.03560295324036095
Q96GX5	P38991	0.035767022149302705
Q96GX5	P38991	0.03128794093519278
Q96GX5	P38991	0.0289909762100082
Q96GX5	P38991	0.02451189499589828
O96013	P38991	0.03707957342083675
Q8NCB2	P38991	0.037243642329778504
O94804	P38991	0.03527481542247744
P43250	P38991	0.03707957342083675
Q8IVH8	P38991	0.03527481542247744
Q8TDX7	P38991	0.03347005742411813
Q32MK0	P38991	0.035110746513535684
P53671	P38991	0.03527481542247744
Q16816	P38991	0.03609515996718622
Q13233	P38991	0.03593109105824446
Q86SG6	P38991	0.035438884331419195
P53667	P38991	0.034782608695652174
Q9Y2U5	P38991	0.03397867104183757
Q9BXA6	P38991	0.033355209187858906
Q9Y6R4	P38991	0.03430680885972108
Q02750	P38991	0.034454470877768664
P34947	P38991	0.03438884331419196
Q00526	P38991	0.03315832649712879
Q8IW41	P38991	0.035110746513535684
Q12852	P38991	0.035767022149302705
Q9Y4K4	P38991	0.033913043478260865
Q6ZN16	P38991	0.03494667760459393
Q8TD08	P38991	0.0341591468416735
Q9UKE5	P38991	0.0341591468416735
Q8N5S9	P38991	0.035767022149302705
Q7Z2Y5	P38991	0.033913043478260865
P36507	P38991	0.03386382280557834
P06493	P38991	0.032518457752255946
Q8WXR4	P38991	0.033174733388022966
O95747	P38991	0.034290401968826906
O95819	P38991	0.034454470877768664
P24941	P38991	0.03238720262510254
O43283	P38991	0.03494667760459393
Q8N4C8	P38991	0.03389663658736669
Q92772	P38991	0.03373256767842494
Q15772	P38991	0.034126333059885154
Q15772	P38991	0.030172272354388845
Q15772	P38991	0.030434782608695653
Q15772	P38991	0.026480721903199344
P25098	P38991	0.03271534044298605
Q9P286	P38991	0.034126333059885154
O76039	P38991	0.0332895816242822
Q15569	P38991	0.03207547169811321
Q7L7X3	P38991	0.03281378178835111
O94768	P38991	0.03199343724364233
O14920	P38991	0.03214109926168991
Q05397	P38991	0.032895816242821986
Q16288	P38991	0.032895816242821986
Q15835	P38991	0.03324036095159967
Q9UEE5	P38991	0.03225594749794914
Q9P1W9	P38991	0.030795734208367512
P35626	P38991	0.03159967186218211
Q15831	P38991	0.03314191960623462
Q9UEW8	P38991	0.03347005742411813
Q9UL54	P38991	0.03199343724364233
Q9H2K8	P38991	0.031829368334700577
Q8NEV4	P38991	0.031123872026251023
Q92918	P38991	0.0310746513535685
O15111	P38991	0.031107465135356848
Q96RG2	P38991	0.032305168170631664
Q12851	P38991	0.030631665299425757
Q13163	P38991	0.03115668580803937
Q00536	P38991	0.03084495488105004
Q99558	P38991	0.030680885972108284
Q8TD19	P38991	0.03207547169811321
P51955	P38991	0.030467596390484002
O75962	P38991	0.031025430680885972
P07332	P38991	0.028810500410172277
Q16620	P38991	0.03089417555373257
P16591	P38991	0.029565217391304344
P19525	P38991	0.029762100082034452
O14733	P38991	0.029942575881870385
O43318	P38991	0.030205086136177194
P42685	P38991	0.0302707136997539
O60229	P38991	0.03089417555373257
Q13164	P38991	0.02912223133716161
Q8NG66	P38991	0.02867924528301887
Q00535	P38991	0.028433141919606237
Q07002	P38991	0.02907301066447908
Q96S53	P38991	0.028876127973748975
Q16584	P38991	0.028383921246923707
P11309	P38991	0.027809680065627562
P00519	P38991	0.02900738310090238
