mouse	bakers	score
P20444	P08458	0.03908045977011494
P20444	P11792	0.08160919540229886
P20444	P12688	0.09293924466338259
P20444	P13185	0.04827586206896552
P20444	P13186	0.04893267651888342
P20444	P14680	0.02594417077175698
P20444	P14681	0.022528735632183907
P20444	P16892	0.02226600985221675
P20444	P17157	0.02745484400656814
P20444	P18961	0.09129720853858785
P20444	P22204	0.042036124794745486
P20444	P22216	0.03940886699507389
P20444	P22517	0.03711001642036125
P20444	P23561	0.0267487684729064
P20444	P24583	0.06663382594417078
P20444	P24719	0.03110016420361248
P20444	P25333	0.02991789819376026
P20444	P25341	0.06765188834154351
P20444	P25389	0.04367816091954023
P20444	P25390	0.026798029556650244
P20444	P27466	0.034154351395730705
P20444	P27636	0.034154351395730705
P20444	P28708	0.026568144499178985
P20444	P31374	0.033825944170771755
P20444	P32328	0.04367816091954023
P20444	P32485	0.027684729064039407
P20444	P32490	0.03027914614121511
P20444	P32491	0.032315270935960594
P20444	P32562	0.042692939244663386
P20444	P32801	0.02174055829228243
P20444	P32944	0.021182266009852218
P20444	P34244	0.042036124794745486
P20444	P38070	0.06239737274220033
P20444	P38147	0.027947454844006566
P20444	P38615	0.020623973727422
P20444	P38622	0.03105090311986864
P20444	P38623	0.02858784893267652
P20444	P38692	0.0380952380952381
P20444	P38990	0.027520525451559932
P20444	P38991	0.04466338259441708
P20444	P39009	0.03251231527093596
P20444	P41808	0.025155993431855497
P20444	P43565	0.034055829228243024
P20444	P43637	0.03261083743842364
P20444	P48562	0.03793103448275862
P20444	P53104	0.03431855500821018
P20444	P53739	0.06978653530377668
P20444	P53894	0.04597701149425287
P20444	Q00772	0.02528735632183908
P20444	Q01389	0.03366174055829228
P20444	Q01919	0.04334975369458128
P20444	Q03002	0.040722495894909685
P20444	Q03306	0.048111658456486045
P20444	Q03407	0.052216748768472904
P20444	Q03497	0.0374384236453202
P20444	Q03533	0.030738916256157635
P20444	Q03957	0.02834154351395731
P20444	Q08217	0.033825944170771755
P20444	Q08732	0.021871921182266007
P20444	Q12152	0.03973727422003284
P20444	Q12236	0.0548440065681445
P20444	Q12263	0.04499178981937603
P20444	Q12469	0.0367816091954023
P20612	P08539	0.05261083743842364
P20612	P10823	0.09261083743842365
P20664	P10363	0.08177339901477833
P21271	P08964	0.17208538587848932
P21271	P19524	0.15926108374384237
P21271	P32492	0.2600985221674877
P21271	P36006	0.14088669950738916
P21271	Q04439	0.14055829228243022
P21278	P08539	0.04850574712643678
P21278	P10823	0.08472906403940887
P21279	P08539	0.05001642036124795
P21279	P10823	0.08604269293924466
P21550	P00924	0.18587848932676518
P21550	P00925	0.17996715927750412
P21550	P42222	0.17504105090311986
P22227	P27705	0.021313628899835797
P22227	P38082	0.019605911330049262
P22227	P39933	0.021921182266009854
P22227	P41696	0.02675697865353038
P22227	P47043	0.02333333333333333
P22227	P53035	0.020229885057471263
P22227	P53968	0.021806239737274222
P22227	Q12145	0.021050903119868635
P22227	Q12531	0.020853858784893268
P22315	P16622	0.12052545155993431
P22518	P00546	0.029458128078817734
P22518	P05986	0.024991789819376026
P22518	P06242	0.02745484400656814
P22518	P06244	0.027126436781609194
P22518	P06245	0.02395730706075534
P22518	P06782	0.028210180623973728
P22518	P13186	0.024991789819376026
P22518	P14680	0.05812807881773399
P22518	P14681	0.03858784893267652
P22518	P16892	0.04302134646962233
P22518	P17157	0.02781609195402299
P22518	P21965	0.030870279146141214
P22518	P22216	0.027257799671592774
P22518	P22517	0.026042692939244664
P22518	P27466	0.03149425287356322
P22518	P32350	0.08374384236453201
P22518	P32485	0.03924466338259442
P22518	P32581	0.028210180623973728
P22518	P34244	0.023284072249589494
P22518	P36005	0.028702791461412153
P22518	P38615	0.030164203612479474
P22518	P38622	0.024154351395730706
P22518	P38623	0.027389162561576356
P22518	P39009	0.024991789819376026
P22518	P41808	0.0322495894909688
P22518	P54199	0.02587848932676519
P22518	Q00772	0.035632183908045977
P22518	Q01919	0.022397372742200328
P22518	Q03656	0.026313628899835798
P22518	Q08217	0.02282430213464696
P22518	Q12222	0.028144499178981937
P22518	Q12469	0.023645320197044337
P22561	P27705	0.02288998357963875
P22561	P32805	0.022758620689655173
P22561	P33748	0.021182266009852218
P22561	P33749	0.021428571428571432
P22561	P39943	0.021691297208538587
P22561	P41696	0.02647509578544061
P22561	P47043	0.02744389709906951
P22561	P53035	0.022036124794745485
P22561	P53243	0.021247947454844006
P22561	Q00453	0.020492610837438422
P22892	P38065	0.04252873563218391
P22892	Q08951	0.03661740558292283
P22892	Q12028	0.10640394088669951
P22893	P47976	0.0261247947454844
P22893	P47977	0.02517241379310345
P22907	P28789	0.07717569786535304
P23116	P38249	0.0973727422003284
P23249	P30771	0.053530377668308704
P23249	P32644	0.035632183908045977
P23249	P34243	0.04893267651888342
P23249	Q00416	0.0367816091954023
P23708	P06774	0.03316912972085386
P23772	P42944	0.02200328407224959
P23772	P43574	0.023004926108374388
P23949	P47976	0.02825944170771757
P23949	P47977	0.024597701149425288
P23950	P47976	0.028407224958949095
P23950	P47977	0.024926108374384238
P24270	P06115	0.12413793103448276
P24270	P15202	0.15205254515599342
P24369	P14832	0.06699507389162561
P24369	P23285	0.06305418719211822
P24369	P25334	0.03142857142857143
P24369	P25719	0.060755336617405585
P24369	P35176	0.07192118226600985
P24369	P47103	0.03875205254515599
P24369	P53691	0.05862068965517241
P24369	P53728	0.020804597701149424
P24456	P54781	0.02200328407224959
P24527	P32454	0.02883415435139573
P24527	P37898	0.02781609195402299
P24527	Q10740	0.14055829228243022
P24547	O42831	0.06600985221674877
P24547	P38697	0.21149425287356322
P24547	P39567	0.13957307060755336
P24547	P50094	0.21412151067323482
P24547	P50095	0.21083743842364533
P24788	P00546	0.08505747126436781
P24788	P05986	0.024597701149425288
P24788	P06242	0.07536945812807881
P24788	P06244	0.025303776683087028
P24788	P06245	0.024285714285714282
P24788	P06782	0.024663382594417076
P24788	P08458	0.028587848932676522
P24788	P11792	0.027569786535303772
P24788	P12688	0.025303776683087028
P24788	P13185	0.023842364532019704
P24788	P13186	0.02257799671592775
P24788	P14680	0.034154351395730705
P24788	P14681	0.05041050903119869
P24788	P15442	0.02257799671592775
P24788	P15790	0.02719211822660099
P24788	P16892	0.05632183908045977
P24788	P17157	0.07093596059113301
P24788	P18961	0.025665024630541874
P24788	P19454	0.03085385878489327
P24788	P21965	0.041543513957307064
P24788	P22204	0.02403940886699507
P24788	P22211	0.031379310344827584
P24788	P22216	0.030295566502463053
P24788	P22517	0.023842364532019704
P24788	P23293	0.07865353037766831
P24788	P23561	0.027257799671592774
P24788	P24583	0.030804597701149423
P24788	P25333	0.021822660098522167
P24788	P25341	0.02175697865353038
P24788	P25389	0.023973727422003283
P24788	P25390	0.028390804597701144
P24788	P27466	0.026568144499178985
P24788	P27636	0.033399014778325124
P24788	P31374	0.02619047619047619
P24788	P32328	0.02522167487684729
P24788	P32485	0.05123152709359606
P24788	P32490	0.022561576354679803
P24788	P32491	0.02315270935960591
P24788	P32562	0.027569786535303772
P24788	P32581	0.041050903119868636
P24788	P36005	0.04367816091954023
P24788	P38615	0.042692939244663386
P24788	P38692	0.027257799671592774
P24788	P38990	0.023776683087027916
P24788	P38991	0.024154351395730706
P24788	P39009	0.029852216748768475
P24788	P39073	0.06371100164203612
P24788	P41808	0.046798029556650245
P24788	P43565	0.028341543513957308
P24788	P43637	0.030673234811165847
P24788	P48562	0.024351395730706077
P24788	P50873	0.041215106732348114
P24788	P53104	0.02282430213464696
P24788	P53599	0.02832512315270936
P24788	P53739	0.02302134646962233
P24788	Q00772	0.05188834154351396
P24788	Q01389	0.03284072249589491
P24788	Q01919	0.027257799671592774
P24788	Q03002	0.027569786535303776
P24788	Q03306	0.024285714285714282
P24788	Q03497	0.03316912972085386
P24788	Q03957	0.08013136288998358
P24788	Q08217	0.02142857142857143
P24788	Q08732	0.02998357963875205
P24788	Q12100	0.02315270935960591
P24788	Q12152	0.023333333333333338
P24788	Q12222	0.03399014778325123
P24788	Q12236	0.021510673234811165
P24788	Q12263	0.027701149425287355
P24788	Q12310	0.029655172413793108
P24788	Q12469	0.024597701149425288
P24860	P24868	0.05632183908045977
P24860	P24869	0.06256157635467981
P24860	P24870	0.060426929392446635
P24860	P24871	0.06403940886699508
P24860	P30283	0.04958949096880132
P24860	P32943	0.04958949096880132
P25206	P24279	0.1949096880131363
P25206	P29469	0.0993431855500821
P25206	P29496	0.10213464696223316
P25206	P30665	0.09852216748768473
P25206	P38132	0.10771756978653531
P25206	P53091	0.0986863711001642
P25322	P24868	0.024778325123152707
P25322	P24869	0.024663382594417076
P25322	P24870	0.02333333333333333
P25322	P30283	0.026551724137931033
P25322	P32943	0.024532019704433493
P25799	Q04749	0.02257799671592775
P25911	P00546	0.02200328407224959
P25911	P05986	0.03110016420361248
P25911	P06242	0.023645320197044337
P25911	P06244	0.028341543513957308
P25911	P06245	0.028456486042692943
P25911	P06782	0.03182266009852217
P25911	P06784	0.023711001642036125
P25911	P08018	0.026108374384236452
P25911	P08458	0.02555008210180624
P25911	P13185	0.029589490968801313
P25911	P13186	0.02807881773399015
P25911	P14681	0.024926108374384238
P25911	P16892	0.021247947454844006
P25911	P17157	0.028210180623973728
P25911	P21965	0.020755336617405584
P25911	P22216	0.02594417077175698
P25911	P22517	0.027060755336617406
P25911	P23293	0.024039408866995075
P25911	P23561	0.03110016420361248
P25911	P24583	0.02594417077175698
P25911	P25390	0.025057471264367814
P25911	P27466	0.02426929392446634
P25911	P27636	0.03270935960591133
P25911	P32485	0.02637110016420361
P25911	P32490	0.030049261083743842
P25911	P32491	0.02745484400656814
P25911	P32562	0.02857142857142857
P25911	P32581	0.02522167487684729
P25911	P38692	0.031165845648604272
P25911	P38991	0.025993431855500824
P25911	P40494	0.026929392446633827
P25911	P53599	0.022134646962233172
P25911	P53739	0.024285714285714282
P25911	P53974	0.023973727422003283
P25911	Q00772	0.022643678160919535
P25911	Q01389	0.030410509031198685
P25911	Q01919	0.025155993431855497
P25911	Q03002	0.0245320197044335
P25911	Q03306	0.02233169129720854
P25911	Q03407	0.02174055829228243
P25911	Q08217	0.021247947454844006
P25911	Q12152	0.024220032840722498
P25911	Q12236	0.023333333333333338
P25911	Q12263	0.027126436781609194
P25911	Q12469	0.026436781609195402
P26039	P33338	0.024991789819376026
P26361	P0CE68	0.037118226600985224
P26361	P12866	0.03035577449370553
P26361	P14772	0.056694033935413245
P26361	P32386	0.0700328407224959
P26361	P33311	0.03251231527093596
P26361	P38735	0.05022988505747126
P26361	P39109	0.06164750957854406
P26361	P40416	0.031182266009852216
P26361	P53049	0.0722495894909688
P26443	P07262	0.03875205254515599
P26443	P39708	0.040229885057471264
P26638	P07284	0.1343185550082102
P26638	P38705	0.059770114942528735
P26883	P20081	0.04433497536945813
P26883	P32472	0.03149425287356322
P26883	P38911	0.027192118226600986
P26883	Q06205	0.025418719211822663
P27040	P08458	0.021182266009852218
P27048	P40018	0.028013136288998357
P27600	P08539	0.06847290640394088
P27600	P10823	0.0735632183908046
P27601	P08539	0.04119868637110016
P27601	P10823	0.0722495894909688
P27612	P07834	0.026174055829228243
P27612	P16649	0.026108374384236452
P27612	P25382	0.022775041050903114
P27612	P36037	0.10935960591133005
P27612	P38011	0.023434592227695675
P27612	P38129	0.024958949096880133
P27612	Q05946	0.02519704433497537
P27612	Q12220	0.025205254515599344
P27659	P14126	0.17454844006568143
P27661	P04911	0.06305418719211822
P27661	P04912	0.06288998357963875
P27661	Q12692	0.040886699507389164
P27664	P06776	0.023842364532019704
P27671	P04821	0.042692939244663386
P27671	P07866	0.02561576354679803
P27773	P17967	0.04167487684729064
P27773	P32474	0.054351395730706076
P27773	Q12404	0.028637110016420362
P28028	P05986	0.02807881773399015
P28028	P06244	0.02592775041050903
P28028	P06245	0.024597701149425288
P28028	P06782	0.026568144499178985
P28028	P08458	0.028275862068965516
P28028	P11792	0.022709359605911333
P28028	P13185	0.029031198686371103
P28028	P13186	0.026486042692939245
P28028	P15442	0.024663382594417076
P28028	P17157	0.02226600985221675
P28028	P21965	0.021247947454844002
P28028	P22216	0.030426929392446636
P28028	P22517	0.030476190476190476
P28028	P23293	0.023201970443349755
P28028	P23561	0.029835796387520524
P28028	P24583	0.024105090311986866
P28028	P25333	0.020985221674876847
P28028	P25341	0.025106732348111654
P28028	P25389	0.027701149425287355
P28028	P25390	0.029852216748768475
P28028	P27466	0.02834154351395731
P28028	P27636	0.03825944170771757
P28028	P31374	0.02535303776683087
P28028	P32485	0.022627257799671594
P28028	P32490	0.028456486042692943
P28028	P32491	0.027635467980295567
P28028	P32562	0.026371100164203617
P28028	P34244	0.026568144499178985
P28028	P38147	0.026371100164203617
P28028	P38691	0.021822660098522167
P28028	P38692	0.03149425287356322
P28028	P38991	0.026256157635467976
P28028	P39009	0.02605911330049261
P28028	P43637	0.023218390804597703
P28028	P48562	0.03251231527093596
P28028	P53104	0.02561576354679803
P28028	P53599	0.029031198686371103
P28028	P53739	0.0222495894909688
P28028	Q01389	0.03661740558292283
P28028	Q01919	0.024285714285714285
P28028	Q03002	0.023973727422003283
P28028	Q03306	0.022955665024630544
P28028	Q03497	0.034811165845648605
P28028	Q12152	0.027438423645320197
P28028	Q12236	0.022134646962233172
P28028	Q12263	0.028407224958949095
P28028	Q12469	0.030541871921182268
P28652	P00546	0.028702791461412153
P28652	P05986	0.042692939244663386
P28652	P06242	0.02857142857142857
P28652	P06244	0.041707717569786536
P28652	P06245	0.04564860426929392
P28652	P06782	0.06256157635467981
P28652	P08458	0.029589490968801313
P28652	P11792	0.04367816091954023
P28652	P12688	0.04466338259441708
P28652	P13185	0.04334975369458128
P28652	P13186	0.04499178981937603
P28652	P14680	0.024400656814449917
P28652	P14681	0.034975369458128076
P28652	P16892	0.0367816091954023
P28652	P17157	0.033825944170771755
P28652	P18961	0.04367816091954023
P28652	P22204	0.02935960591133005
P28652	P22209	0.033825944170771755
P28652	P22216	0.05763546798029557
P28652	P22517	0.06962233169129721
P28652	P23293	0.025106732348111654
P28652	P23561	0.03155993431855501
P28652	P24583	0.034154351395730705
P28652	P24719	0.04696223316912972
P28652	P25333	0.0374384236453202
P28652	P25341	0.0380952380952381
P28652	P25389	0.05123152709359606
P28652	P25390	0.02807881773399015
P28652	P27466	0.06338259441707718
P28652	P27636	0.034154351395730705
P28652	P31374	0.03316912972085386
P28652	P32328	0.02807881773399015
P28652	P32485	0.034975369458128076
P28652	P32490	0.028210180623973728
P28652	P32491	0.028702791461412153
P28652	P32562	0.04532019704433497
P28652	P32581	0.024334975369458126
P28652	P34244	0.05993431855500821
P28652	P36005	0.02781609195402299
P28652	P38070	0.03284072249589491
P28652	P38147	0.04006568144499179
P28652	P38622	0.05270935960591133
P28652	P38623	0.054351395730706076
P28652	P38691	0.027684729064039407
P28652	P38692	0.033825944170771755
P28652	P38970	0.02200328407224959
P28652	P38990	0.030903119868637106
P28652	P38991	0.042692939244663386
P28652	P39009	0.05878489326765189
P28652	P41808	0.026568144499178985
P28652	P43565	0.025032840722495894
P28652	P43637	0.03308702791461412
P28652	P48562	0.028522167487684727
P28652	P53104	0.03431855500821018
P28652	P53233	0.021871921182266007
P28652	P53599	0.029720853858784892
P28652	P53739	0.03842364532019704
P28652	P53894	0.02394088669950739
P28652	Q01389	0.03645320197044335
P28652	Q01919	0.04334975369458128
P28652	Q03002	0.0444991789819376
P28652	Q03306	0.03875205254515599
P28652	Q03407	0.03727422003284072
P28652	Q03497	0.035303776683087026
P28652	Q03533	0.033825944170771755
P28652	Q08217	0.033825944170771755
P28652	Q08732	0.024285714285714282
P28652	Q12100	0.026929392446633827
P28652	Q12152	0.039573070607553364
P28652	Q12236	0.03842364532019704
P28652	Q12263	0.053858784893267654
P28652	Q12469	0.02998357963875205
P28656	P25293	0.05681444991789819
P28658	P25355	0.022627257799671594
P28663	P32602	0.05270935960591133
P28738	P17119	0.05697865353037767
P28738	P27895	0.03672413793103448
P28738	P28742	0.0755336617405583
P28738	P28743	0.05451559934318555
P28738	P32364	0.047947454844006566
P28738	P53086	0.07077175697865352
P28740	P17119	0.04367816091954023
P28740	P27895	0.034154351395730705
P28740	P28742	0.05238095238095238
P28740	P28743	0.046798029556650245
P28740	P32364	0.029408866995073897
P28740	P53086	0.06206896551724138
P28741	P17119	0.06683087027914614
P28741	P27895	0.0451559934318555
P28741	P28742	0.08440065681444991
P28741	P28743	0.06124794745484401
P28741	P32364	0.04006568144499179
P28741	P53086	0.08177339901477833
P28776	P47125	0.06174055829228243
P28828	P25044	0.04220032840722496
P28843	P33894	0.0799671592775041
P28867	P00546	0.026798029556650244
P28867	P05986	0.0761904761904762
P28867	P06242	0.02568144499178982
P28867	P06244	0.07684729064039408
P28867	P06245	0.0755336617405583
P28867	P06782	0.04006568144499179
P28867	P06784	0.02587848932676519
P28867	P08018	0.027257799671592774
P28867	P08458	0.033825944170771755
P28867	P11792	0.07980295566502463
P28867	P12688	0.09589490968801313
P28867	P13185	0.041215106732348114
P28867	P13186	0.04220032840722496
P28867	P14680	0.02528735632183908
P28867	P15442	0.024400656814449917
P28867	P15790	0.020623973727422
P28867	P17157	0.02781609195402299
P28867	P18961	0.0922824302134647
P28867	P22204	0.05090311986863711
P28867	P22211	0.022775041050903118
P28867	P22216	0.04351395730706076
P28867	P22517	0.035139573070607555
P28867	P23561	0.031986863711001644
P28867	P24583	0.06863711001642037
P28867	P24719	0.031001642036124797
P28867	P25333	0.029458128078817734
P28867	P25341	0.06535303776683087
P28867	P25389	0.041050903119868636
P28867	P25390	0.027126436781609194
P28867	P27466	0.032643678160919544
P28867	P27636	0.03366174055829228
P28867	P28708	0.028472906403940887
P28867	P31374	0.03136288998357964
P28867	P32328	0.052545155993431854
P28867	P32485	0.02592775041050903
P28867	P32490	0.032742200328407224
P28867	P32491	0.033497536945812804
P28867	P32562	0.041050903119868636
P28867	P32801	0.02315270935960591
P28867	P34244	0.042364532019704436
P28867	P38070	0.061083743842364535
P28867	P38147	0.03316912972085386
P28867	P38622	0.03187192118226601
P28867	P38623	0.02694581280788177
P28867	P38692	0.03284072249589491
P28867	P38990	0.029014778325123152
P28867	P38991	0.04334975369458128
P28867	P39009	0.030738916256157635
P28867	P40494	0.02446633825944171
P28867	P41808	0.027192118226600986
P28867	P43565	0.03564860426929392
P28867	P43637	0.03711001642036125
P28867	P48562	0.035303776683087026
P28867	P53104	0.03645320197044335
P28867	P53739	0.0645320197044335
P28867	P53894	0.03352216748768473
P28867	P54199	0.023776683087027916
P28867	Q00772	0.023399014778325122
P28867	Q01389	0.03333333333333333
P28867	Q01919	0.04499178981937603
P28867	Q03002	0.040229885057471264
P28867	Q03306	0.04729064039408867
P28867	Q03407	0.04975369458128079
P28867	Q03497	0.0361247947454844
P28867	Q03533	0.028341543513957308
P28867	Q03957	0.02522167487684729
P28867	Q08217	0.03187192118226601
P28867	Q12100	0.02315270935960591
P28867	Q12152	0.042036124794745486
P28867	Q12222	0.023513957307060754
P28867	Q12236	0.053201970443349754
P28867	Q12263	0.042364532019704436
P28867	Q12310	0.02233169129720854
P28867	Q12469	0.033497536945812804
P29037	P13393	0.10426929392446634
P29341	P04147	0.10755336617405582
P29341	P25555	0.024154351395730703
P29341	P27476	0.024474548440065684
P29341	P32588	0.032266009852216754
P29341	P38760	0.03908045977011494
P29341	P39684	0.04893267651888342
P29341	Q06106	0.02200328407224959
P29341	Q99181	0.02574712643678161
P29341	Q99383	0.024449917898193757
P29351	P25044	0.042036124794745486
P29351	P40048	0.02510673234811166
P29387	P16649	0.026770662287903663
P29387	P18851	0.08078817733990148
P29387	P20053	0.03661740558292283
P29387	P25382	0.026568144499178985
P29387	P25635	0.029901477832512315
P29387	P38011	0.022610837438423646
P29387	P38129	0.03039408866995074
P29387	P42841	0.026748768472906404
P29387	P47025	0.0239080459770115
P29387	Q12220	0.022019704433497538
P29387	Q12417	0.024400656814449917
P29477	P16603	0.061083743842364535
P29477	P39692	0.04499178981937603
P29477	Q12181	0.053201970443349754
P29595	P05759	0.02650246305418719
P29595	P0CG63	0.027963875205254528
P29595	P0CH08	0.027963875205254517
P29595	Q03919	0.02825944170771757
P29758	P07991	0.13727422003284073
P29758	P17649	0.025435139573070607
P29758	P18544	0.059770114942528735
P29758	P50277	0.027684729064039407
P30051	P18412	0.021313628899835797
P30280	P24868	0.02175697865353038
P30280	P24869	0.021642036124794747
P30280	P24870	0.020492610837438422
P30280	P30283	0.023579638752052545
P30280	P32943	0.022397372742200328
P30282	P24868	0.020853858784893268
P30282	P32943	0.020755336617405584
P30285	P00546	0.0729064039408867
P30285	P05986	0.029096880131362888
P30285	P06242	0.05123152709359606
P30285	P06244	0.027060755336617406
P30285	P06245	0.029293924466338262
P30285	P06782	0.03205254515599343
P30285	P06784	0.024926108374384238
P30285	P08458	0.0245320197044335
P30285	P11792	0.0239080459770115
P30285	P12688	0.02302134646962233
P30285	P13185	0.028210180623973728
P30285	P13186	0.029408866995073897
P30285	P14680	0.035796387520525455
P30285	P14681	0.05155993431855501
P30285	P15442	0.02275862068965517
P30285	P15790	0.03284072249589491
P30285	P16892	0.053530377668308704
P30285	P17157	0.07192118226600985
P30285	P18961	0.02302134646962233
P30285	P19454	0.034482758620689655
P30285	P21965	0.035796387520525455
P30285	P22211	0.027192118226600986
P30285	P22216	0.029589490968801313
P30285	P22517	0.02555008210180624
P30285	P23293	0.05632183908045977
P30285	P23561	0.030361247947454845
P30285	P24583	0.022397372742200328
P30285	P25389	0.030098522167487686
P30285	P25390	0.028341543513957308
P30285	P27466	0.027060755336617406
P30285	P27636	0.03175697865353038
P30285	P31374	0.021871921182266007
P30285	P32485	0.055336617405582926
P30285	P32490	0.02479474548440066
P30285	P32491	0.02315270935960591
P30285	P32562	0.022627257799671594
P30285	P32581	0.03908045977011494
P30285	P36005	0.04630541871921182
P30285	P38070	0.027635467980295567
P30285	P38147	0.028210180623973728
P30285	P38615	0.035796387520525455
P30285	P38692	0.02630541871921182
P30285	P38970	0.022397372742200328
P30285	P38990	0.02528735632183908
P30285	P38991	0.024597701149425288
P30285	P39009	0.033497536945812804
P30285	P39073	0.05123152709359606
P30285	P41808	0.04564860426929392
P30285	P43565	0.024105090311986866
P30285	P43568	0.02302134646962233
P30285	P43637	0.03027914614121511
P30285	P48562	0.026174055829228243
P30285	P50873	0.03284072249589491
P30285	P53104	0.02935960591133005
P30285	P53233	0.026568144499178985
P30285	P53599	0.02807881773399015
P30285	Q00772	0.05106732348111658
P30285	Q01389	0.029983579638752058
P30285	Q03002	0.022528735632183907
P30285	Q03306	0.024105090311986866
P30285	Q03407	0.023284072249589494
P30285	Q03497	0.029096880131362888
P30285	Q03656	0.021444991789819377
P30285	Q03957	0.06305418719211822
P30285	Q08217	0.021576354679802956
P30285	Q08732	0.023201970443349755
P30285	Q12100	0.023333333333333338
P30285	Q12152	0.025106732348111654
P30285	Q12222	0.03875205254515599
P30285	Q12236	0.023973727422003283
P30285	Q12263	0.031625615763546805
P30285	Q12310	0.022397372742200328
P30285	Q12469	0.024400656814449917
P30306	P23748	0.035796387520525455
P30415	P14832	0.06174055829228243
P30415	P23285	0.059441707717569785
P30415	P25334	0.027323481116584565
P30415	P25719	0.05648604269293925
P30415	P35176	0.05517241379310345
P30415	P47103	0.047126436781609195
P30415	P53691	0.06420361247947455
P30416	P20081	0.034154351395730705
P30416	P32472	0.029720853858784892
P30416	P38911	0.023464696223316914
P30416	P53691	0.022134646962233172
P30416	Q06205	0.02315270935960591
P30677	P08539	0.04788177339901478
P30677	P10823	0.08177339901477833
P30681	P11632	0.020213464696223316
P30681	P11633	0.020878489326765188
P31230	P46672	0.053201970443349754
P31324	P07278	0.06912972085385878
P31750	P00546	0.02275862068965517
P31750	P05986	0.08440065681444991
P31750	P06242	0.02669950738916256
P31750	P06244	0.08505747126436781
P31750	P06245	0.08571428571428572
P31750	P06782	0.05747126436781609
P31750	P06784	0.02605911330049261
P31750	P08018	0.03129720853858785
P31750	P08458	0.034482758620689655
P31750	P11792	0.10049261083743842
P31750	P12688	0.10213464696223316
P31750	P13185	0.048440065681444995
P31750	P13186	0.047126436781609195
P31750	P16892	0.02669950738916256
P31750	P17157	0.02745484400656814
P31750	P18961	0.10016420361247948
P31750	P22204	0.05188834154351396
P31750	P22216	0.04499178981937603
P31750	P22517	0.03973727422003284
P31750	P23561	0.025057471264367814
P31750	P24583	0.09852216748768473
P31750	P24719	0.03211822660098522
P31750	P25333	0.028341543513957308
P31750	P25341	0.07060755336617405
P31750	P25389	0.03842364532019704
P31750	P25390	0.032742200328407224
P31750	P27466	0.04367816091954023
P31750	P27636	0.03188834154351396
P31750	P28708	0.025812807881773397
P31750	P31374	0.029523809523809525
P31750	P32328	0.052216748768472904
P31750	P32485	0.02630541871921182
P31750	P32490	0.029408866995073897
P31750	P32491	0.027389162561576356
P31750	P32562	0.04564860426929392
P31750	P34244	0.042036124794745486
P31750	P38070	0.05993431855500821
P31750	P38147	0.035796387520525455
P31750	P38615	0.0222495894909688
P31750	P38622	0.03142857142857143
P31750	P38623	0.032807881773399016
P31750	P38691	0.021576354679802956
P31750	P38692	0.033497536945812804
P31750	P38990	0.028637110016420362
P31750	P38991	0.047947454844006566
P31750	P39009	0.0374384236453202
P31750	P41808	0.023645320197044337
P31750	P43565	0.034548440065681446
P31750	P43637	0.034975369458128076
P31750	P48562	0.0367816091954023
P31750	P53104	0.03776683087027915
P31750	P53599	0.0319376026272578
P31750	P53739	0.07044334975369458
P31750	P53894	0.060262725779967156
P31750	P54199	0.023218390804597703
P31750	Q01389	0.03078817733990148
P31750	Q01919	0.047947454844006566
P31750	Q03002	0.04433497536945813
P31750	Q03306	0.04548440065681445
P31750	Q03407	0.05090311986863711
P31750	Q03497	0.03793103448275862
P31750	Q03533	0.024663382594417076
P31750	Q03957	0.027684729064039407
P31750	Q08217	0.030870279146141214
P31750	Q12152	0.04482758620689655
P31750	Q12236	0.046798029556650245
P31750	Q12263	0.03940886699507389
P31750	Q12469	0.033497536945812804
P31938	P00546	0.028768472906403938
P31938	P05986	0.033825944170771755
P31938	P06242	0.026239737274220035
P31938	P06244	0.034154351395730705
P31938	P06245	0.034646962233169126
P31938	P06782	0.030607553366174056
P31938	P06784	0.07389162561576355
P31938	P08018	0.08423645320197044
P31938	P08458	0.041707717569786536
P31938	P11792	0.035632183908045977
P31938	P12688	0.032643678160919544
P31938	P13186	0.02579638752052545
P31938	P14681	0.025993431855500824
P31938	P16892	0.03262725779967159
P31938	P17157	0.03694581280788178
P31938	P18961	0.03105090311986864
P31938	P22204	0.027389162561576356
P31938	P22216	0.027816091954022983
P31938	P22517	0.023973727422003283
P31938	P23561	0.03645320197044335
P31938	P24583	0.024532019704433493
P31938	P25341	0.03431855500821018
P31938	P25389	0.027504105090311988
P31938	P25390	0.035467980295566505
P31938	P27466	0.02587848932676519
P31938	P27636	0.035467980295566505
P31938	P28708	0.023448275862068966
P31938	P31374	0.022955665024630544
P31938	P32328	0.027816091954022983
P31938	P32485	0.02719211822660099
P31938	P32490	0.06929392446633825
P31938	P32491	0.06469622331691297
P31938	P32562	0.03261083743842364
P31938	P32581	0.022955665024630544
P31938	P32944	0.02788177339901478
P31938	P34244	0.02586206896551724
P31938	P36005	0.021444991789819377
P31938	P38070	0.027389162561576356
P31938	P38147	0.024334975369458126
P31938	P38615	0.025057471264367814
P31938	P38692	0.042692939244663386
P31938	P38991	0.034482758620689655
P31938	P41808	0.022627257799671594
P31938	P43565	0.02315270935960591
P31938	P43637	0.024039408866995075
P31938	P48562	0.03149425287356322
P31938	P53599	0.034154351395730705
P31938	P53739	0.034154351395730705
P31938	P53894	0.022758620689655177
P31938	Q00772	0.02637110016420361
P31938	Q01389	0.03333333333333333
P31938	Q03306	0.02555008210180624
