fly	bakers	score
P23128	P23394	0.06635071090047394
P23128	P24783	0.09549763033175356
P23128	P24784	0.08388625592417062
P23128	P25808	0.07345971563981042
P23128	P32892	0.09075829383886255
P23128	P35187	0.03213270142180095
P23128	P36120	0.038341232227488156
P23128	P38112	0.06635071090047394
P23128	P38712	0.08720379146919431
P23128	P38719	0.0881516587677725
P23128	P39517	0.283175355450237
P23128	P45818	0.07890995260663507
P23128	P53734	0.0509478672985782
P23128	Q03532	0.07914691943127962
P23128	Q06218	0.05616113744075829
P23128	Q07478	0.11635071090047393
P23128	Q12099	0.13886255924170615
P23128	Q12389	0.0514218009478673
P23257	P02557	0.13886255924170615
P23257	P09733	0.10971563981042654
P23257	P09734	0.10710900473933649
P23257	P53378	0.1585308056872038
P23380	P23968	0.03293838862559242
P23380	P25515	0.1009478672985782
P23380	P32842	0.09336492890995261
P23572	P00546	0.17488151658767773
P23572	P05986	0.03886255924170616
P23572	P06242	0.1
P23572	P06244	0.039052132701421806
P23572	P06245	0.038341232227488156
P23572	P06782	0.061611374407582936
P23572	P06784	0.03995260663507109
P23572	P08018	0.03113744075829384
P23572	P08458	0.04345971563981043
P23572	P11792	0.03850710900473934
P23572	P12688	0.04023696682464455
P23572	P13185	0.044739336492890996
P23572	P13186	0.04739336492890995
P23572	P14680	0.05118483412322275
P23572	P14681	0.07677725118483412
P23572	P15442	0.03232227488151659
P23572	P15790	0.04796208530805687
P23572	P16892	0.09052132701421801
P23572	P17157	0.14360189573459717
P23572	P18961	0.03860189573459715
P23572	P19454	0.05308056872037915
P23572	P21965	0.06255924170616113
P23572	P22204	0.03450236966824644
P23572	P22211	0.033388625592417065
P23572	P22216	0.04739336492890995
P23572	P22517	0.03995260663507109
P23572	P23293	0.08981042654028436
P23572	P23561	0.052132701421800945
P23572	P24583	0.033933649289099525
P23572	P25333	0.032582938388625596
P23572	P25341	0.03843601895734597
P23572	P25389	0.0518957345971564
P23572	P25390	0.0490521327014218
P23572	P27466	0.0471090047393365
P23572	P27636	0.05023696682464455
P23572	P31374	0.037061611374407576
P23572	P32328	0.03232227488151659
P23572	P32485	0.09052132701421801
P23572	P32490	0.03914691943127962
P23572	P32491	0.04208530805687204
P23572	P32562	0.04507109004739336
P23572	P32581	0.05
P23572	P34244	0.0523696682464455
P23572	P36005	0.07298578199052133
P23572	P38070	0.040971563981042645
P23572	P38147	0.03886255924170616
P23572	P38615	0.06777251184834124
P23572	P38622	0.03469194312796209
P23572	P38692	0.04739336492890995
P23572	P38990	0.03495260663507109
P23572	P38991	0.046374407582938384
P23572	P39009	0.04090047393364929
P23572	P39073	0.08696682464454976
P23572	P41808	0.07440758293838863
P23572	P43565	0.03478672985781991
P23572	P43568	0.030284360189573457
P23572	P43637	0.0447867298578199
P23572	P48562	0.03549763033175356
P23572	P50873	0.06587677725118483
P23572	P53104	0.04488151658767773
P23572	P53233	0.03137440758293839
P23572	P53599	0.04180094786729858
P23572	P53739	0.039620853080568716
P23572	P53894	0.03203791469194313
P23572	P54199	0.04080568720379146
P23572	Q00772	0.07867298578199051
P23572	Q01389	0.052843601895734595
P23572	Q01919	0.03981042654028436
P23572	Q03002	0.038341232227488156
P23572	Q03306	0.042985781990521325
P23572	Q03407	0.03971563981042654
P23572	Q03497	0.03824644549763033
P23572	Q03785	0.03431279620853081
P23572	Q03957	0.0962085308056872
P23572	Q08217	0.034123222748815164
P23572	Q08732	0.03523696682464455
P23572	Q12100	0.036492890995260666
P23572	Q12152	0.04151658767772511
P23572	Q12222	0.054976303317535544
P23572	Q12236	0.038341232227488156
P23572	Q12263	0.0523696682464455
P23572	Q12310	0.03511848341232227
P23572	Q12469	0.039431279620853084
P23572	Q12505	0.03104265402843602
P23573	P00546	0.1585308056872038
P23573	P05986	0.04471563981042654
P23573	P06242	0.1066350710900474
P23573	P06244	0.042890995260663506
P23573	P06245	0.04445497630331753
P23573	P06782	0.06350710900473934
P23573	P06784	0.03767772511848341
P23573	P08018	0.03220379146919431
P23573	P08458	0.03995260663507109
P23573	P11792	0.04151658767772511
P23573	P12688	0.039976303317535544
P23573	P13185	0.0445260663507109
P23573	P13186	0.04554502369668246
P23573	P14680	0.05545023696682464
P23573	P14681	0.07132701421800948
P23573	P15442	0.03677725118483412
P23573	P15790	0.05545023696682464
P23573	P16892	0.08033175355450237
P23573	P17157	0.13317535545023695
P23573	P18961	0.040260663507109
P23573	P19454	0.058767772511848344
P23573	P21965	0.05639810426540284
P23573	P22204	0.036161137440758294
P23573	P22211	0.03869668246445498
P23573	P22216	0.0490521327014218
P23573	P22517	0.042630331753554504
P23573	P23293	0.08507109004739337
P23573	P23561	0.0495260663507109
P23573	P24583	0.04097156398104265
P23573	P24719	0.03469194312796209
P23573	P25333	0.034123222748815164
P23573	P25341	0.03540284360189574
P23573	P25389	0.053554502369668244
P23573	P25390	0.047251184834123224
P23573	P27466	0.047156398104265404
P23573	P27636	0.052132701421800945
P23573	P31374	0.031658767772511844
P23573	P32328	0.03440758293838862
P23573	P32361	0.03293838862559242
P23573	P32485	0.07843601895734598
P23573	P32490	0.03677725118483412
P23573	P32491	0.04023696682464455
P23573	P32562	0.04976303317535545
P23573	P32581	0.06611374407582939
P23573	P34244	0.0490521327014218
P23573	P36004	0.03146919431279621
P23573	P36005	0.07085308056872038
P23573	P38070	0.040260663507109
P23573	P38147	0.03786729857819905
P23573	P38615	0.06540284360189573
P23573	P38691	0.030853080568720378
P23573	P38692	0.04881516587677725
P23573	P38970	0.030308056872037917
P23573	P38990	0.03213270142180095
P23573	P38991	0.04720379146919431
P23573	P39009	0.04535545023696683
P23573	P39073	0.08388625592417062
P23573	P41808	0.06895734597156399
P23573	P43565	0.04097156398104265
P23573	P43568	0.03789099526066351
P23573	P43637	0.04161137440758294
P23573	P47116	0.030023696682464455
P23573	P48562	0.03767772511848341
P23573	P50873	0.05947867298578199
P23573	P53104	0.04345971563981043
P23573	P53233	0.03623222748815166
P23573	P53599	0.042819905213270136
P23573	P53739	0.03495260663507109
P23573	P53894	0.033483412322274884
P23573	P54199	0.0352132701421801
P23573	Q00772	0.07606635071090047
P23573	Q01389	0.054265402843601894
P23573	Q01919	0.039075829383886256
P23573	Q03002	0.03971563981042654
P23573	Q03306	0.04251184834123223
P23573	Q03407	0.043981042654028434
P23573	Q03497	0.05071090047393365
P23573	Q03785	0.034028436018957345
P23573	Q03957	0.10781990521327015
P23573	Q08217	0.03229857819905214
P23573	Q08732	0.04071090047393365
P23573	Q12100	0.03850710900473934
P23573	Q12152	0.04507109004739336
P23573	Q12222	0.056635071090047395
P23573	Q12236	0.0485308056872038
P23573	Q12263	0.05616113744075829
P23573	Q12310	0.03879146919431279
P23573	Q12469	0.03853080568720379
P23647	P00546	0.05165876777251185
P23647	P05986	0.061611374407582936
P23647	P06242	0.04663507109004739
P23647	P06244	0.06113744075829384
P23647	P06245	0.061611374407582936
P23647	P06782	0.06943127962085308
P23647	P06784	0.04151658767772511
P23647	P08018	0.03540284360189573
P23647	P08458	0.05829383886255924
P23647	P11792	0.07180094786729858
P23647	P12688	0.06848341232227488
P23647	P13185	0.05308056872037915
P23647	P13186	0.054265402843601894
P23647	P14680	0.04125592417061612
P23647	P14681	0.04729857819905213
P23647	P15442	0.03706161137440758
P23647	P15790	0.03130331753554503
P23647	P16892	0.052843601895734595
P23647	P17157	0.05687203791469194
P23647	P18961	0.06777251184834124
P23647	P19454	0.031563981042654024
P23647	P21965	0.03758293838862559
P23647	P22204	0.04976303317535545
P23647	P22209	0.0490521327014218
P23647	P22211	0.03137440758293839
P23647	P22216	0.07227488151658767
P23647	P22517	0.05924170616113744
P23647	P23293	0.03805687203791469
P23647	P23561	0.045450236966824646
P23647	P24583	0.05687203791469194
P23647	P24719	0.043601895734597156
P23647	P25333	0.03540284360189573
P23647	P25341	0.054265402843601894
P23647	P25389	0.05308056872037915
P23647	P25390	0.05402843601895735
P23647	P27466	0.06208530805687204
P23647	P27636	0.05260663507109005
P23647	P28708	0.03706161137440758
P23647	P31374	0.04208530805687204
P23647	P32328	0.04976303317535545
P23647	P32485	0.05853080568720379
P23647	P32490	0.05971563981042654
P23647	P32491	0.06018957345971564
P23647	P32562	0.06303317535545024
P23647	P34244	0.05971563981042654
P23647	P36005	0.033317535545023695
P23647	P38070	0.052132701421800945
P23647	P38147	0.05545023696682464
P23647	P38615	0.044810426540284366
P23647	P38622	0.04834123222748815
P23647	P38692	0.06018957345971564
P23647	P38990	0.03696682464454976
P23647	P38991	0.06066350710900474
P23647	P39009	0.052132701421800945
P23647	P39073	0.03639810426540284
P23647	P41808	0.04663507109004739
P23647	P43565	0.040426540284360185
P23647	P43637	0.0518957345971564
P23647	P48562	0.0518957345971564
P23647	P50873	0.04161137440758294
P23647	P53104	0.06729857819905213
P23647	P53233	0.035971563981042655
P23647	P53599	0.04739336492890995
P23647	P53739	0.0490521327014218
P23647	P53894	0.03450236966824645
P23647	P54199	0.04106635071090048
P23647	Q00772	0.04507109004739336
P23647	Q01389	0.053791469194312796
P23647	Q01919	0.05545023696682464
P23647	Q03002	0.05758293838862559
P23647	Q03306	0.05639810426540284
P23647	Q03407	0.05900473933649289
P23647	Q03497	0.05924170616113744
P23647	Q03533	0.03758293838862559
P23647	Q03785	0.033933649289099525
P23647	Q03957	0.04516587677725118
P23647	Q08217	0.03895734597156398
P23647	Q08732	0.033222748815165876
P23647	Q12152	0.060900473933649286
P23647	Q12222	0.039620853080568716
P23647	Q12236	0.06018957345971564
P23647	Q12263	0.05781990521327014
P23647	Q12310	0.0371563981042654
P23647	Q12469	0.045829383886255924
P23647	Q12505	0.031208530805687203
P23696	P14747	0.095260663507109
P23696	P20604	0.17962085308056872
P23696	P23287	0.0985781990521327
P23696	P23594	0.23649289099526066
P23696	P23595	0.23649289099526066
P23696	P26570	0.12132701421800948
P23696	P32345	0.16255924170616115
P23696	P32598	0.13744075829383887
P23696	P32838	0.16540284360189572
P23696	P32945	0.11398104265402843
P23696	P33329	0.11895734597156397
P23696	P53043	0.08862559241706161
P23803	P21192	0.030023696682464452
P23803	P39933	0.034218009478672984
P23803	P41696	0.03759478672985782
P23803	P47043	0.03591232227488152
P23803	P53968	0.035876777251184835
P24156	P40961	0.15
P24156	P50085	0.12725118483412323
P24785	P15938	0.1281990521327014
P24785	P20095	0.06872037914691942
P24785	P24384	0.07251184834123223
P24785	P36009	0.09881516587677724
P24785	P53131	0.07037914691943128
P24785	Q04217	0.05817535545023697
P24785	Q06698	0.14502369668246445
P25007	P14832	0.11611374407582939
P25007	P23285	0.08056872037914692
P25007	P25334	0.03758293838862559
P25007	P25719	0.1037914691943128
P25007	P35176	0.08483412322274882
P25007	P47103	0.05165876777251185
P25007	P53691	0.08744075829383886
P25008	P37366	0.03767772511848341
P25008	P47821	0.05829383886255924
P25157	P08539	0.05496445497630332
P25157	P10823	0.09431279620853081
P25160	P11076	0.0981042654028436
P25160	P19146	0.0981042654028436
P25160	P20606	0.04834123222748815
P25160	P38116	0.1066350710900474
P25160	P39110	0.04090047393364929
P25160	P40994	0.08483412322274882
P25160	Q02804	0.05023696682464455
P25161	P40016	0.12037914691943127
P25167	P08518	0.34976303317535545
P25167	P22138	0.1928909952606635
P25167	P22276	0.6345971563981042
P25171	P21827	0.06777251184834124
P25228	P01119	0.048909952606635075
P25228	P01120	0.04604265402843602
P25228	P01123	0.0895734597156398
P25228	P06780	0.039620853080568716
P25228	P06781	0.030284360189573457
P25228	P07560	0.09028436018957346
P25228	P13856	0.0414218009478673
P25228	P19073	0.03502369668246446
P25228	P25378	0.03502369668246446
P25228	P32835	0.04601895734597156
P25228	P32836	0.04601895734597156
P25228	P32939	0.058767772511848344
P25228	P36017	0.057345971563981045
P25228	P36018	0.05971563981042654
P25228	P36019	0.053554502369668244
P25228	P38146	0.04123222748815166
P25228	P38555	0.07345971563981042
P25228	P38987	0.029194312796208533
P25228	P48559	0.031208530805687203
P25228	P51996	0.07061611374407582
P25228	Q00245	0.033933649289099525
P25228	Q00246	0.03815165876777251
P25228	Q99260	0.06398104265402843
P25439	P22082	0.14400473933649288
P25439	P31244	0.040071090047393364
P25439	P31380	0.1400473933649289
P25439	P32333	0.14218009478672985
P25439	P32597	0.19283175355450236
P25439	P32657	0.1985781990521327
P25439	P32849	0.038981042654028436
P25439	P32863	0.09881516587677724
P25439	P38086	0.0938388625592417
P25439	P38144	0.20687203791469194
P25439	P40352	0.12488151658767772
P25439	P43610	0.17227488151658768
P25439	P53115	0.1004739336492891
P25439	Q02206	0.03130331753554502
P25439	Q05471	0.10059241706161137
P25439	Q08562	0.03895734597156398
P25439	Q08773	0.21516587677725119
P25822	P25339	0.07085308056872038
P25822	P39016	0.08246445497630332
P25822	Q07807	0.1509478672985782
P25843	P07274	0.045639810426540285
P25867	P06104	0.05971563981042654
P25867	P14682	0.04151658767772511
P25867	P15731	0.12085308056872038
P25867	P15732	0.12227488151658768
P25867	P21734	0.07061611374407582
P25867	P28263	0.04739336492890995
P25867	P29340	0.03488151658767772
P25867	P33296	0.03559241706161137
P25867	P50623	0.046540284360189574
P25867	P52490	0.06872037914691943
P25867	P52491	0.039052132701421806
P25867	P52492	0.05402843601895735
P25867	P53152	0.026113744075829386
P25867	Q02159	0.05260663507109005
P25932	P41696	0.038329383886255924
P25932	P47043	0.04142180094786729
P25932	P53968	0.03450236966824644
P25991	P25298	0.08720379146919431
P26016	P13134	0.15758293838862558
P26019	P13382	0.25829383886255924
P26019	P14284	0.04417061611374407
P26019	P15436	0.08364928909952607
P26270	Q08723	0.13791469194312797
P26308	P07834	0.033412322274881515
P26308	P16649	0.03435545023696683
P26308	P18851	0.11374407582938388
P26308	P20053	0.052132701421800945
P26308	P25382	0.03329383886255924
P26308	P25635	0.03627962085308057
P26308	P38011	0.036682464454976305
P26308	P38123	0.031563981042654024
P26308	P38129	0.04274881516587677
P26308	P39014	0.03303317535545024
P26308	P41318	0.030308056872037914
P26308	P41811	0.030663507109004742
P26308	P42841	0.03751184834123223
P26308	P47025	0.03009478672985782
P26308	P53197	0.02900473933649289
P26308	Q05946	0.029786729857819903
P26308	Q12220	0.036161137440758294
P26308	Q12417	0.03066350710900474
P26675	P04821	0.07061611374407582
P26802	P06634	0.05260663507109005
P26802	P10081	0.054265402843601894
P26802	P15424	0.05639810426540284
P26802	P20447	0.06706161137440758
P26802	P20448	0.07535545023696683
P26802	P20449	0.04739336492890995
P26802	P21372	0.03450236966824644
P26802	P23394	0.054976303317535544
P26802	P24783	0.054976303317535544
P26802	P24784	0.051421800947867295
P26802	P25808	0.05023696682464455
P26802	P32892	0.07819905213270142
P26802	P36120	0.06350710900473934
P26802	P38112	0.052132701421800945
P26802	P38712	0.08246445497630332
P26802	P38719	0.06635071090047394
P26802	P39517	0.06208530805687204
P26802	P45818	0.05947867298578199
P26802	P53166	0.032511848341232226
P26802	P53734	0.08886255924170616
P26802	Q03532	0.07227488151658767
P26802	Q06218	0.04739336492890995
P26802	Q07478	0.03540284360189574
P26802	Q12099	0.05118483412322275
P26802	Q12389	0.07037914691943128
P27619	P21576	0.21398104265402842
P27619	P32266	0.08151658767772511
P27619	P54861	0.23175355450236967
P28166	P41696	0.03227488151658768
P28166	P47043	0.03536729857819905
P28518	P28519	0.03585308056872038
P28668	P13188	0.11658767772511848
P28668	P38708	0.29786729857819905
P28668	P46655	0.25734597156398104
P29052	P29055	0.08767772511848342
P29052	P29056	0.03639810426540284
P29310	P29311	0.1495260663507109
P29310	P34730	0.1509478672985782
P29327	P0CX37	0.13554502369668248
P29327	P0CX38	0.13554502369668248
P29413	P27825	0.05853080568720379
P29613	P00942	0.13459715639810427
P29742	P22137	0.7694312796208531
P29829	P16649	0.04144549763033176
P29829	P18851	0.08483412322274882
P29829	P20053	0.03424170616113744
P29829	P25382	0.032243285939968405
P29829	P25635	0.042180094786729856
P29829	P38011	0.029320695102685628
P29829	P38129	0.03593996840442338
P29829	P39014	0.033412322274881515
P29829	P41318	0.03630331753554502
P29829	P41811	0.029715639810426537
P29829	P42841	0.029194312796208533
P29829	P53622	0.029952606635071093
P29829	Q05946	0.031563981042654024
P29829	Q12417	0.031563981042654024
P29844	P09435	0.37748815165876776
P29844	P0CS90	0.26966824644549764
P29844	P10591	0.37345971563981045
P29844	P10592	0.3744075829383886
P29844	P11484	0.30497630331753556
P29844	P16474	0.39502369668246445
P29844	P22202	0.3758293838862559
P29844	P32589	0.11018957345971564
P29844	P32590	0.11018957345971564
P29844	P36016	0.05758293838862559
P29844	P38788	0.0867298578199052
P29844	P39987	0.2566350710900474
P29844	P40150	0.3052132701421801
P29844	Q05931	0.22914691943127963
P29845	P09435	0.27582938388625594
P29845	P0CS90	0.39597156398104266
P29845	P10591	0.26872037914691943
P29845	P10592	0.26872037914691943
P29845	P11484	0.2381516587677725
P29845	P16474	0.26990521327014216
P29845	P22202	0.2777251184834123
P29845	P32589	0.0981042654028436
P29845	P32590	0.095260663507109
P29845	P36016	0.0371563981042654
P29845	P38788	0.07061611374407582
P29845	P39987	0.3796208530805687
P29845	P40150	0.2386255924170616
P29845	Q05931	0.29407582938388627
P30052	P18412	0.029383886255924172
P30189	P04786	0.13481042654028436
P30432	P13134	0.1646919431279621
P31007	P15454	0.0509478672985782
P31009	P25443	0.14052132701421802
P31409	P00830	0.05710900473933649
P31409	P07251	0.05402843601895735
P31409	P16140	0.3748815165876777
P31409	P17255	0.042180094786729856
P32027	P25364	0.0414218009478673
P32027	P39521	0.033199052132701426
P32027	P40466	0.036682464454976305
P32027	P41813	0.04244075829383886
P32028	P25364	0.0437914691943128
P32028	P40466	0.04454976303317536
P32028	P41813	0.04739336492890995
P32029	P25364	0.0418957345971564
P32029	P40466	0.03995260663507109
P32029	P41813	0.038341232227488156
P32030	P25364	0.046161137440758296
P32030	P39521	0.03175355450236967
P32030	P40466	0.040900473933649296
P32030	P41813	0.04739336492890995
P32031	P25364	0.04701421800947867
P32031	P39521	0.0335781990521327
P32031	P40466	0.04099526066350711
P32031	P41813	0.051421800947867295
P32234	P39729	0.23364928909952606
P32234	P53295	0.17890995260663506
P32392	P32381	0.09028436018957346
P32392	P38696	0.08862559241706161
P32392	P47117	0.2241706161137441
P32392	P53946	0.03220379146919431
P32392	P60010	0.12227488151658768
P32392	Q12509	0.03876777251184834
P32748	P28272	0.03137440758293839
P32865	P00546	0.029952606635071093
P32865	P05986	0.0981042654028436
P32865	P06242	0.03725118483412322
P32865	P06244	0.0981042654028436
P32865	P06245	0.09075829383886255
P32865	P06782	0.04244075829383886
P32865	P06784	0.033933649289099525
P32865	P08458	0.042890995260663506
P32865	P11792	0.1018957345971564
P32865	P12688	0.109478672985782
P32865	P13185	0.03796208530805687
P32865	P13186	0.03777251184834123
P32865	P14680	0.03104265402843602
P32865	P14681	0.031232227488151663
P32865	P15442	0.03194312796208531
P32865	P16892	0.03540284360189574
P32865	P17157	0.03450236966824644
P32865	P18961	0.10450236966824644
P32865	P22204	0.05545023696682464
P32865	P22216	0.0490521327014218
P32865	P22517	0.04976303317535545
P32865	P23561	0.04135071090047393
P32865	P24583	0.07772511848341232
P32865	P24719	0.03853080568720379
P32865	P25341	0.07725118483412323
P32865	P25389	0.03981042654028436
P32865	P25390	0.03706161137440758
P32865	P27466	0.05071090047393365
P32865	P27636	0.036872037914691944
P32865	P31374	0.032582938388625596
P32865	P32328	0.05829383886255924
P32865	P32485	0.03767772511848341
P32865	P32490	0.03924170616113744
P32865	P32491	0.0418957345971564
P32865	P32562	0.04928909952606635
P32865	P32581	0.03009478672985782
P32865	P34244	0.04497630331753555
P32865	P38070	0.07582938388625593
P32865	P38147	0.044739336492890996
P32865	P38615	0.03677725118483412
P32865	P38622	0.03632701421800948
P32865	P38692	0.04599526066350711
P32865	P38991	0.05004739336492891
P32865	P39009	0.035971563981042655
P32865	P41808	0.0328436018957346
P32865	P43565	0.04103080568720379
P32865	P43637	0.04061611374407583
P32865	P48562	0.044739336492890996
P32865	P50873	0.03175355450236967
P32865	P53599	0.03796208530805687
P32865	P53739	0.07345971563981042
P32865	P53894	0.04753554502369668
P32865	P54199	0.03293838862559242
P32865	Q00772	0.03203791469194313
P32865	Q01389	0.046184834123222746
P32865	Q01919	0.03805687203791469
P32865	Q03002	0.03459715639810427
P32865	Q03306	0.055924170616113746
P32865	Q03407	0.05900473933649289
P32865	Q03497	0.04244075829383886
P32865	Q03533	0.032511848341232226
P32865	Q03957	0.03786729857819905
P32865	Q08217	0.036161137440758294
P32865	Q12100	0.03139810426540284
P32865	Q12152	0.03853080568720379
P32865	Q12236	0.06208530805687204
P32865	Q12263	0.04436018957345971
P32865	Q12469	0.04090047393364929
P32866	P05986	0.08080568720379147
P32866	P06242	0.03158767772511849
P32866	P06244	0.08033175355450237
P32866	P06245	0.07654028436018957
P32866	P06782	0.04668246445497631
P32866	P08018	0.04144549763033176
P32866	P08458	0.041729857819905215
P32866	P11792	0.07938388625592417
P32866	P12688	0.09265402843601896
P32866	P13185	0.03450236966824644
P32866	P13186	0.03767772511848341
P32866	P17157	0.03886255924170616
P32866	P18961	0.08886255924170616
P32866	P19454	0.031208530805687203
P32866	P21965	0.0359478672985782
P32866	P22204	0.05639810426540284
P32866	P22216	0.05260663507109005
P32866	P22517	0.045094786729857825
P32866	P23561	0.03530805687203791
P32866	P24583	0.07701421800947868
P32866	P25341	0.07488151658767772
P32866	P25389	0.045450236966824646
P32866	P25390	0.0333175355450237
P32866	P27466	0.04817535545023697
P32866	P27636	0.03575829383886255
P32866	P31374	0.03770142180094787
P32866	P32328	0.05853080568720379
P32866	P32485	0.036421800947867296
P32866	P32490	0.03940758293838863
P32866	P32491	0.04125592417061612
P32866	P32562	0.0418957345971564
P32866	P32944	0.033388625592417065
P32866	P34244	0.04097156398104265
P32866	P38070	0.06540284360189573
P32866	P38147	0.04087677725118483
P32866	P38622	0.03680094786729858
P32866	P38692	0.03431279620853081
P32866	P38991	0.04767772511848341
P32866	P39009	0.0371563981042654
P32866	P41808	0.03184834123222749
P32866	P43565	0.045094786729857825
P32866	P43637	0.039052132701421806
P32866	P48562	0.039976303317535544
P32866	P53104	0.036872037914691944
P32866	P53739	0.07867298578199051
P32866	P53894	0.0518957345971564
P32866	Q01389	0.04187203791469194
P32866	Q01919	0.039052132701421806
P32866	Q03002	0.034218009478672984
P32866	Q03306	0.0509478672985782
P32866	Q03407	0.058056872037914695
P32866	Q03497	0.043815165876777244
P32866	Q03957	0.033127962085308056
P32866	Q08217	0.039620853080568716
P32866	Q12152	0.04244075829383886
P32866	Q12236	0.05947867298578199
P32866	Q12263	0.04694312796208531
P32866	Q12469	0.04199052132701422
P33269	P10614	0.03706161137440758
P33269	P54781	0.039620853080568716
P34739	P22082	0.04938388625592417
P34739	P31244	0.095260663507109
P34739	P31380	0.056765402843601896
P34739	P32333	0.04703791469194313
P34739	P32597	0.04644549763033176
P34739	P32657	0.0442654028436019
P34739	P32849	0.10781990521327015
P34739	P32863	0.058056872037914695
P34739	P38086	0.05308056872037915
P34739	P38144	0.062191943127962085
P34739	P40352	0.05118483412322275
P34739	P43610	0.04319905213270143
P34739	P53115	0.04568720379146919
P34739	Q05471	0.04928909952606635
P34739	Q06554	0.03741706161137441
P34739	Q08562	0.06599526066350711
P34739	Q08773	0.08412322274881516
P35122	P35127	0.045
P35128	P06104	0.05568720379146919
P35128	P14682	0.0371563981042654
P35128	P15731	0.07014218009478673
P35128	P15732	0.07251184834123223
P35128	P21734	0.05402843601895735
P35128	P28263	0.04739336492890995
P35128	P29340	0.03303317535545024
P35128	P33296	0.036161137440758294
P35128	P50623	0.03559241706161137
P35128	P52490	0.1066350710900474
P35128	P52491	0.039620853080568716
P35128	P52492	0.055924170616113746
P35128	Q02159	0.04739336492890995
P35381	P00830	0.04445497630331753
P35381	P07251	0.3618483412322275
P35381	P16140	0.05308056872037915
P35421	P38972	0.30995260663507107
P35600	P38629	0.03469194312796209
P35600	P38630	0.1966824644549763
P35600	P49956	0.04834123222748815
P35992	P25044	0.06398104265402843
P36179	P31383	0.21255924170616114
P36241	P0CX82	0.09549763033175356
P36241	P0CX83	0.09549763033175356
P36872	Q00362	0.2042654028436019
P36958	P27999	0.05687203791469194
P36958	Q04307	0.026113744075829386
P37236	P25296	0.0423696682464455
P37236	Q06389	0.1080568720379147
P37276	P36022	0.46883886255924173
P38979	P32905	0.12417061611374408
P38979	P46654	0.12274881516587678
P39018	P07280	0.06445497630331753
P39018	P07281	0.06303317535545024
P39413	P33748	0.0290521327014218
P39413	P41696	0.03869668246445497
P39413	P47043	0.045860979462875186
P39736	P28004	0.04443127962085308
P39768	P08153	0.029893364928909955
P39768	P41696	0.03933649289099526
P39768	P47043	0.04424170616113744
P39768	P53968	0.030758293838862562
P39770	P41696	0.032954186413902055
P39770	P47043	0.032875197472353866
P40301	P21242	0.06303317535545024
P40301	P21243	0.04701421800947867
P40301	P23638	0.08104265402843602
P40301	P23639	0.11943127962085308
P40301	P32379	0.06492890995260664
P40301	P40302	0.046540284360189574
P40301	P40303	0.07298578199052133
P40304	P23724	0.08009478672985781
P40304	P25451	0.04180094786729858
P40320	P10659	0.23696682464454977
P40320	P19358	0.2381516587677725
P40417	P00546	0.0881516587677725
P40417	P05986	0.04052132701421801
P40417	P06242	0.07819905213270142
P40417	P06244	0.03815165876777251
P40417	P06245	0.03867298578199052
P40417	P06782	0.045829383886255924
P40417	P06784	0.03876777251184834
P40417	P08458	0.036872037914691944
P40417	P11792	0.042985781990521325
P40417	P12688	0.043270142180094784
P40417	P13185	0.03104265402843602
P40417	P13186	0.035687203791469196
P40417	P14680	0.053791469194312796
P40417	P14681	0.1580568720379147
P40417	P15442	0.03559241706161137
P40417	P15790	0.04663507109004739
P40417	P16892	0.16682464454976303
P40417	P17157	0.08388625592417062
P40417	P18961	0.04535545023696683
P40417	P19454	0.054976303317535544
P40417	P21965	0.06587677725118483
P40417	P22211	0.042725118483412323
P40417	P22216	0.04298578199052132
P40417	P22517	0.04345971563981043
P40417	P23293	0.07867298578199051
P40417	P23561	0.035971563981042655
P40417	P24583	0.03886255924170616
P40417	P24719	0.030663507109004742
P40417	P25333	0.03744075829383886
P40417	P25341	0.03639810426540284
P40417	P25389	0.04170616113744076
P40417	P25390	0.043270142180094784
P40417	P27466	0.04834123222748815
P40417	P27636	0.04554502369668246
P40417	P31374	0.03213270142180095
P40417	P32485	0.1580568720379147
P40417	P32490	0.04080568720379146
P40417	P32491	0.042440758293838865
P40417	P32562	0.042890995260663506
P40417	P32581	0.06066350710900474
P40417	P34244	0.04454976303317536
P40417	P36004	0.03009478672985782
P40417	P36005	0.12345971563981042
P40417	P38070	0.04199052132701422
P40417	P38147	0.03450236966824644
P40417	P38615	0.08199052132701422
P40417	P38692	0.04109004739336493
P40417	P38970	0.03104265402843602
P40417	P38990	0.03677725118483412
P40417	P38991	0.040616113744075824
P40417	P39009	0.054976303317535544
P40417	P39073	0.05829383886255924
P40417	P41808	0.11469194312796209
P40417	P43637	0.042890995260663506
P40417	P47116	0.02985781990521327
P40417	P48562	0.04123222748815166
P40417	P50873	0.07156398104265403
P40417	P53104	0.03933649289099526
P40417	P53599	0.04199052132701422
P40417	P53739	0.03758293838862559
P40417	Q00772	0.15071090047393365
P40417	Q01389	0.046066350710900476
P40417	Q01919	0.04251184834123223
P40417	Q03002	0.042796208530805686
P40417	Q03306	0.0423696682464455
P40417	Q03407	0.04099526066350711
P40417	Q03497	0.0490521327014218
P40417	Q03957	0.07677725118483412
P40417	Q08217	0.030284360189573457
P40417	Q08732	0.03869668246445498
P40417	Q12100	0.033933649289099525
P40417	Q12152	0.03760663507109004
P40417	Q12222	0.061611374407582936
P40417	Q12236	0.042985781990521325
P40417	Q12263	0.043601895734597156
P40417	Q12310	0.037772511848341225
