mouse	rat	score
P0C605	P27791	0.026967243975903613
P0C605	P32577	0.006833584337349397
P0C605	P35465	0.009600903614457831
P0C605	P36506	0.008862010542168675
P0C605	P47196	0.02009600903614458
P0C605	P49185	0.007247740963855422
P0C605	P49186	0.007737198795180723
P0C605	P49187	0.00755835843373494
P0C605	P54645	0.012801204819277108
P0C605	P63086	0.007228915662650602
P0C605	P63319	0.01873117469879518
P0C605	P67999	0.022213855421686746
P0C605	P68182	0.02710843373493976
P0C605	P68403	0.01948418674698795
P0C605	P97756	0.009054969879518072
P0C605	P97924	0.008010165662650602
P0C605	Q01986	0.008885542168674699
P0C605	Q03114	0.006541792168674699
P0C605	Q04589	0.00625
P0C605	Q06226	0.02056664156626506
P0C605	Q09137	0.012942394578313253
P0C605	Q62868	0.018401731927710843
P0C605	Q62915	0.008899661144578314
P0C605	Q62925	0.007666603915662649
P0C605	Q63092	0.008937311746987952
P0C605	Q63433	0.02000188253012048
P0C605	Q63454	0.006287650602409638
P0C605	Q63470	0.007704254518072289
P0C605	Q63531	0.016283885542168676
P0C605	Q63538	0.007195971385542167
P0C605	Q63638	0.009182040662650602
P0C605	Q63699	0.006993599397590361
P0C605	Q66HA1	0.007068900602409638
P0C605	Q7TPK6	0.006306475903614458
P0C605	Q7TT49	0.018589984939759035
P0C605	Q810W7	0.016566265060240965
P0C605	Q8VHF0	0.01402484939759036
P0C605	Q91XS8	0.010636295180722892
P0C605	Q9JLS3	0.0076336596385542166
P0C605	Q9QY78	0.008847891566265061
P0C605	Q9R012	0.013365963855421686
P0C605	Q9WUD9	0.00597703313253012
P0C605	Q9Z2A6	0.007228915662650602
P0C6F1	M0R8U1	0.07038309487951806
P0C6F1	P38650	0.13596573795180722
P0CG49	P0CG51	0.056946536144578314
P0CG49	P62982	0.014683734939759031
P0CG49	Q71UE8	0.008334902108433736
P0CG50	P0CG51	0.05518502581755593
P0CG50	P62982	0.014636671686746986
P0CG50	Q71UE8	0.008353727409638568
P0DM65	Q91XJ1	0.03106174698795181
P10078	Q01714	0.006626270707831323
P10078	Q02975	0.02971965988955823
P10078	Q07120	0.012433255750273828
P10107	P07150	0.06334713855421686
P10107	P48037	0.01715690888554217
P10107	Q07936	0.03266189759036144
P10126	P62630	0.08932605421686747
P10126	P62632	0.0833019578313253
P10126	P85834	0.01609563253012048
P10166	P09416	0.010059770331325301
P10284	P52947	0.009836219879518071
P10417	P49950	0.04442771084337349
P10417	P53563	0.01642507530120482
P10417	Q63690	0.006419427710843372
P10417	Q9Z1P3	0.006362951807228915
P10493	G3V928	0.011866214859437752
P10493	O70244	0.007450112951807229
P10493	P08460	0.058782003012048195
P10493	P98158	0.01156167639307229
P10493	Q9WVH8	0.006692394578313252
P10628	P52947	0.010212725903614458
P10629	P52947	0.00936558734939759
P10630	Q3B8Q2	0.052004894578313254
P10630	Q5RKI1	0.07944277108433735
P10630	Q641Y8	0.011530496987951807
P10637	P15146	0.030308734939759035
P10637	P19332	0.12339984939759036
P10637	Q5M7W5	0.012330572289156627
P10639	P11232	0.019954819277108432
P10639	Q920J4	0.008377259036144578
P10649	P04906	0.009789156626506024
P10649	P08010	0.035391566265060244
P10751	Q01714	0.006185288027108433
P10751	Q02975	0.03520801957831326
P10751	Q07120	0.011483406212569583
P10852	Q794F9	0.08546686746987951
P11031	Q63396	0.02315512048192771
P11087	P02454	0.24134036144578314
P11087	P02466	0.06815794427710845
P11087	P13941	0.060288027108433735
P11103	P27008	0.18293486445783133
P11214	D3ZTE0	0.016636859939759035
P11214	P19637	0.10024472891566265
P11214	Q01177	0.012376458960843375
P11276	P04937	0.47072665662650603
P11276	Q05546	0.019701854292168676
P11276	Q63155	0.0069708521586345365
P11276	Q64604	0.008477604614888124
P11352	P04041	0.03727409638554217
P11416	P06211	0.012848268072289157
P11416	P06536	0.009007906626506024
P11416	P22449	0.01510730421686747
P11416	Q62986	0.013130647590361446
P11416	Q63503	0.010918674698795181
P11438	P14562	0.060335090361445784
P11438	P17046	0.01896649096385542
P11440	D3ZML2	0.010636295180722892
P11440	D4AE59	0.010353915662650603
P11440	E9PSL7	0.007125376506024097
P11440	F1LP90	0.009440888554216867
P11440	F1M0Z1	0.008659638554216868
P11440	F1M7Y5	0.007614834337349398
P11440	O08679	0.01016566265060241
P11440	O08815	0.009083207831325301
P11440	O08875	0.008951430722891566
P11440	O35346	0.0066170933734939754
P11440	O54874	0.0069747740963855415
P11440	O88506	0.008716114457831325
P11440	O88764	0.009789156626506024
P11440	P05696	0.008010165662650602
P11440	P08413	0.011106927710843373
P11440	P09216	0.008160768072289156
P11440	P09217	0.007435993975903614
P11440	P11275	0.01148343373493976
P11440	P11345	0.006485316265060242
P11440	P11730	0.011106927710843373
P11440	P15791	0.01120105421686747
P11440	P18265	0.014683734939759037
P11440	P19139	0.01171875
P11440	P21708	0.01717808734939759
P11440	P27791	0.008593749999999999
P11440	P32577	0.00677710843373494
P11440	P35465	0.010777484939759037
P11440	P36506	0.009205572289156626
P11440	P47196	0.007247740963855422
P11440	P49185	0.014777861445783132
P11440	P49186	0.015248493975903615
P11440	P49187	0.016048569277108432
P11440	P54645	0.01016566265060241
P11440	P63086	0.01694277108433735
P11440	P63319	0.006979480421686748
P11440	P67999	0.009318524096385542
P11440	P68182	0.008847891566265061
P11440	P68403	0.007435993975903614
P11440	P97756	0.007704254518072289
P11440	P97874	0.006701807228915663
P11440	P97924	0.007520707831325302
P11440	Q01986	0.009040850903614459
P11440	Q03114	0.0313441265060241
P11440	Q04589	0.00804781626506024
P11440	Q06226	0.007181852409638554
P11440	Q09137	0.009695030120481929
P11440	Q62689	0.008772590361445783
P11440	Q62868	0.00755835843373494
P11440	Q62915	0.01120105421686747
P11440	Q62925	0.01016566265060241
P11440	Q63092	0.007901920180722891
P11440	Q63454	0.011389307228915662
P11440	Q63470	0.010542168674698794
P11440	Q63531	0.009059676204819275
P11440	Q63538	0.018166415662650603
P11440	Q63604	0.007435993975903614
P11440	Q63638	0.0071889118975903615
P11440	Q63699	0.037838855421686746
P11440	Q641Z4	0.020990210843373495
P11440	Q64725	0.0064335466867469875
P11440	Q66HA1	0.00812311746987952
P11440	Q7TT49	0.006852409638554217
P11440	Q810W7	0.007774849397590361
P11440	Q8VHF0	0.010259789156626505
P11440	Q91XS8	0.00783132530120482
P11440	Q9JLS3	0.00964796686746988
P11440	Q9QY78	0.008518448795180723
P11440	Q9R012	0.006814759036144579
P11440	Q9WUD9	0.007360692771084337
P11440	Q9Z2A6	0.016472138554216868
P11440	Q9Z2P5	0.005906438253012048
P11499	P34058	0.13930722891566266
P11499	P82995	0.11215173192771084
P11499	Q5XHZ0	0.017436935240963857
P11499	Q66HD0	0.05727597891566265
P11531	D3ZHA0	0.010212725903614458
P11531	D3ZHV2	0.0113429163080895
P11531	G3V7L1	0.10237826305220882
P11531	P11530	0.6854292168674698
P11531	P30427	0.02028426204819277
P11531	P84060	0.017789909638554216
P11531	Q2KN99	0.006457078313253012
P11531	Q9QWN8	0.022307981927710843
P11531	Q9QXQ0	0.01849585843373494
P11531	Q9Z1P2	0.017601656626506024
P11627	O35158	0.00911144578313253
P11627	O55005	0.01603288152610442
P11627	P07722	0.00678652108433735
P11627	P13596	0.009662085843373493
P11627	P53767	0.007323042168674698
P11627	P97685	0.027594754016064257
P11627	Q63155	0.013718938253012049
P11627	Q63198	0.03275602409638554
P11627	Q63638	0.008989081325301206
P11627	Q64604	0.009623258659638555
P11680	O08722	0.007094001004016064
P11688	Q63258	0.026214231927710843
P11798	D3ZML2	0.01633094879518072
P11798	D4AE59	0.009836219879518071
P11798	E9PSL7	0.009600903614457831
P11798	F1LP90	0.00675828313253012
P11798	F1M0Z1	0.013083584337349397
P11798	F1M7Y5	0.00913968373493976
P11798	O08679	0.017319277108433735
P11798	O08815	0.00940323795180723
P11798	O08875	0.021743222891566265
P11798	O54874	0.009977409638554216
P11798	O88506	0.008010165662650602
P11798	O88764	0.019201807228915662
P11798	P05696	0.01195406626506024
P11798	P08413	0.07953689759036145
P11798	P09216	0.011389307228915662
P11798	P09217	0.008951430722891566
P11798	P11275	0.09412650602409639
P11798	P11730	0.07864269578313253
P11798	P15791	0.08151355421686747
P11798	P19139	0.0076524849397590355
P11798	P21708	0.008683170180722892
P11798	P27791	0.013177710843373495
P11798	P35465	0.012048192771084338
P11798	P36506	0.006344126506024097
P11798	P47196	0.012801204819277108
P11798	P49185	0.008659638554216868
P11798	P49186	0.00941265060240964
P11798	P49187	0.008734939759036144
P11798	P54645	0.015060240963855422
P11798	P63086	0.009120858433734941
P11798	P63319	0.010918674698795181
P11798	P67999	0.013177710843373495
P11798	P68182	0.01327183734939759
P11798	P68403	0.011012801204819277
P11798	P97756	0.013130647590361446
P11798	P97874	0.00808546686746988
P11798	P97924	0.013601280120481929
P11798	Q03114	0.008810240963855421
P11798	Q06226	0.012424698795180723
P11798	Q09137	0.01581325301204819
P11798	Q62868	0.009789156626506024
P11798	Q62915	0.02663780120481928
P11798	Q62925	0.00964796686746988
P11798	Q63092	0.018684111445783132
P11798	Q63285	0.0062029367469879524
P11798	Q63433	0.009619728915662651
P11798	Q63454	0.007210090361445783
P11798	Q63531	0.015530873493975904
P11798	Q63538	0.009167921686746988
P11798	Q63638	0.01291886295180723
P11798	Q63699	0.009695030120481929
P11798	Q641Z4	0.007868975903614458
P11798	Q66HA1	0.008461972891566265
P11798	Q7TPK6	0.008010165662650602
P11798	Q7TT49	0.009977409638554216
P11798	Q810W7	0.010730421686746988
P11798	Q8VHF0	0.016848644578313254
P11798	Q91XS8	0.016001506024096387
P11798	Q9JIH7	0.008123117469879518
P11798	Q9JLS3	0.006814759036144579
P11798	Q9QY78	0.0083019578313253
P11798	Q9R012	0.012801204819277108
P11798	Q9Z2A6	0.009836219879518071
P11798	Q9Z2P5	0.006546498493975903
P11835	P49134	0.06320594879518072
P11835	Q05546	0.006890060240963855
P11881	F1LMY4	0.01156344126506024
P11881	P29994	0.5355798192771084
P11881	Q63269	0.3131588855421687
P11983	P28480	0.1042921686746988
P11983	Q5XIM9	0.026167168674698794
P11983	Q68FQ0	0.024567018072289157
P11983	Q6P502	0.02654367469879518
P11983	Q7TPB1	0.024943524096385544
P12023	P08592	0.15032003012048192
P12023	P15943	0.0560523343373494
P12367	P09456	0.021649096385542167
P12367	P12368	0.07341867469879518
P12367	P12369	0.050922439759036146
P12382	P30835	0.1512612951807229
P12382	P47858	0.10716302710843373
P12382	P47860	0.10471573795180723
P12710	P02692	0.02287274096385542
P12787	P11240	0.02814382530120482
P12813	P06211	0.015625
P12813	P06536	0.010024472891566265
P12813	P22449	0.012612951807228916
P12813	Q62986	0.014777861445783132
P12813	Q63503	0.008537274096385543
P12815	Q07009	0.0066170933734939754
P12815	Q641Z8	0.012707078313253012
P12815	Q64537	0.007506588855421686
P12849	P09456	0.0624058734939759
P12849	P12368	0.021649096385542167
P12849	P12369	0.023060993975903613
P12960	O35158	0.008824359939759035
P12960	O55005	0.013491465863453816
P12960	P07722	0.0065606174698795185
P12960	P13596	0.008640813253012048
P12960	P97685	0.018858245481927712
P12960	Q04589	0.006306475903614458
P12960	Q62718	0.007440700301204819
P12960	Q62813	0.007224209337349397
P12960	Q63155	0.010316265060240963
P12960	Q63198	0.19738328313253012
P12960	Q63638	0.007873682228915662
P12960	Q64604	0.009868222891566263
P12960	Q9R044	0.0076524849397590355
P12970	P62425	0.04998117469879518
P13020	Q68FP1	0.14740210843373494
P13297	P23441	0.006706513554216868
P13297	P52947	0.006179405120481928
P13346	P12841	0.014636671686746988
P13405	D3ZS28	0.014424887048192772
P13405	O55081	0.012622364457831324
P13405	P33568	0.16603915662650603
P13504	Q63621	0.014636671686746988
P13541	P02563	0.28995670180722893
P13541	P04462	0.03868599397590362
P13541	P70569	0.05139307228915663
P13541	Q62812	0.1170933734939759
P13541	Q63355	0.040803840361445784
P13541	Q63357	0.04061558734939759
P13541	Q63358	0.020265436746987952
P13541	Q63862	0.046216114457831324
P13541	Q9JLT0	0.1184582078313253
P13541	Q9QYF3	0.053463855421686746
P13595	O35158	0.010824548192771084
P13595	O55005	0.013742469879518071
P13595	P07722	0.006822602911646585
P13595	P13596	0.08269484186746988
P13595	P53767	0.006690825803212851
P13595	P97685	0.00964796686746988
P13595	Q62718	0.008316076807228914
P13595	Q62813	0.008022715863453813
P13595	Q63155	0.010443335843373494
P13595	Q63198	0.008611006526104416
P13595	Q63638	0.006635918674698795
P13595	Q64604	0.008014871987951807
P13595	Q9ESS6	0.0074689382530120476
P13595	Q9R044	0.0074689382530120476
P13864	Q9Z330	0.2591773343373494
P14069	P04631	0.006457078313253012
P14069	P35467	0.007181852409638554
P14094	P07340	0.0572289156626506
P14094	P13638	0.019672439759036143
P14094	Q63377	0.014589608433734939
P14094	Q9R193	0.01567206325301205
P14106	P31720	0.013695406626506024
P14106	P31721	0.038356551204819275
P14106	P31722	0.01642507530120482
P14106	Q5FVH0	0.009553840361445784
P14131	P62250	0.027767319277108432
P14142	P11167	0.059817394578313254
P14142	P19357	0.0936558734939759
P14148	P05426	0.047722138554216864
P14152	O88989	0.06410015060240964
P14206	P38983	0.05704066265060241
P14211	P18418	0.0779367469879518
P14231	P07340	0.01957831325301205
P14231	P13638	0.05657003012048193
P14231	Q63377	0.023814006024096387
P14231	Q9R193	0.021366716867469878
P14234	D3ZML2	0.008899661144578314
P14234	D4AE59	0.006400602409638554
P14234	F1LP90	0.006814759036144579
P14234	O08679	0.0083019578313253
P14234	O08775	0.01148343373493976
P14234	O35346	0.01882530120481928
P14234	O88506	0.00821253765060241
P14234	P05696	0.0062688253012048185
P14234	P11345	0.013177710843373495
P14234	P15127	0.01618975903614458
P14234	P20786	0.013177710843373495
P14234	P21708	0.007379518072289157
P14234	P27791	0.006089984939759037
P14234	P32577	0.02635542168674699
P14234	P35465	0.006400602409638554
P14234	P35739	0.015719126506024098
P14234	P36506	0.0067441641566265064
P14234	P53767	0.011859939759036145
P14234	P54645	0.008951430722891566
P14234	P62994	0.008377259036144578
P14234	P63086	0.0074501129518072294
P14234	P63319	0.006108810240963856
P14234	P68182	0.0062029367469879524
P14234	P68403	0.0065982680722891564
P14234	P70600	0.0182605421686747
P14234	Q01986	0.006419427710843374
P14234	Q03114	0.006955948795180723
P14234	Q03351	0.015060240963855422
P14234	Q04589	0.015954442771084338
P14234	Q05030	0.011624623493975904
P14234	Q06486	0.006052334337349397
P14234	Q09137	0.008226656626506025
P14234	Q62689	0.010645707831325303
P14234	Q62844	0.07134789156626506
P14234	Q63454	0.006739457831325301
P14234	Q63531	0.007068900602409638
P14234	Q63538	0.007247740963855422
P14234	Q63604	0.01637801204819277
P14234	Q63699	0.007323042168674698
P14234	Q641Z4	0.006635918674698795
P14234	Q64725	0.01609563253012048
P14234	Q66HA1	0.01195406626506024
P14234	Q8VHF0	0.008414909638554218
P14234	Q99J82	0.00804781626506024
P14234	Q9JLS3	0.007666603915662651
P14234	Q9R012	0.008414909638554218
P14234	Q9WUD9	0.06786521084337349
P14234	Q9Z2P5	0.0072289156626506035
P14404	Q01714	0.0072853915662650605
P14404	Q02975	0.008495731724976831
P14404	Q07120	0.008139118975903614
P14438	P07151	0.006490022590361446
P14602	P23928	0.012142319277108434
P14602	P42930	0.038309487951807226
P14719	Q63621	0.014213102409638554
P14733	P12839	0.01011859939759036
P14733	P16884	0.008532567771084338
P14733	P19527	0.010071536144578314
P14733	P21807	0.011153990963855422
P14733	P23565	0.010259789156626505
P14733	P31000	0.012424698795180723
P14733	P47819	0.011248117469879517
P14733	P48675	0.013695406626506024
P14733	P48679	0.05567582831325301
P14733	P70615	0.1095632530120482
P14733	Q10758	0.010448042168674699
P14733	Q5BJY9	0.008683170180722892
P14733	Q63279	0.009116152108433735
P14733	Q6IFU8	0.00808546686746988
P14733	Q6IFV1	0.00779367469879518
P14733	Q6IG00	0.010353915662650603
P14733	Q6IMF3	0.01040097891566265
P14869	P19945	0.06042921686746988
P14873	P15205	0.4097797439759036
P14873	P34926	0.037885918674698794
P14901	P23711	0.025037650602409638
P15066	P17325	0.025367093373493976
P15105	P09606	0.07257153614457831
P15116	Q9Z1Y3	0.17300451807228914
P15208	O08679	0.006814759036144579
P15208	O08775	0.013245952560240963
P15208	O08815	0.006795933734939759
P15208	O35346	0.018684111445783132
P15208	O88506	0.007210090361445783
P15208	P11345	0.010730421686746988
P15208	P15127	0.26477786144578314
P15208	P20786	0.009859751506024096
P15208	P32577	0.016566265060240965
P15208	P35465	0.007614834337349398
P15208	P35739	0.02211972891566265
P15208	P53767	0.017319277108433735
P15208	P54645	0.0065794427710843375
P15208	P70600	0.018637048192771084
P15208	Q03351	0.0208019578313253
P15208	Q04589	0.020472515060240965
P15208	Q05030	0.009575018825301205
P15208	Q62689	0.011146931475903614
P15208	Q62844	0.017225150602409638
P15208	Q62925	0.006871234939759036
P15208	Q63531	0.0074501129518072294
P15208	Q63604	0.02296686746987952
P15208	Q64725	0.015201430722891566
P15208	Q66HA1	0.01040097891566265
P15208	Q8VHF0	0.0065982680722891564
P15208	Q91XS8	0.00675828313253012
P15208	Q99J82	0.0062029367469879524
P15208	Q9WUD9	0.017460466867469878
P15208	Q9Z2P5	0.006800640060240964
P15209	D3ZML2	0.006904179216867469
P15209	D4AE59	0.006414721385542169
P15209	F1LP90	0.006217055722891566
P15209	O08775	0.01407191265060241
P15209	O08815	0.00779367469879518
P15209	O35346	0.0182605421686747
P15209	O88506	0.006362951807228915
P15209	P09216	0.0062029367469879524
P15209	P11345	0.009553840361445784
P15209	P15127	0.02296686746987952
P15209	P20786	0.01327183734939759
P15209	P32577	0.014966114457831326
P15209	P35739	0.06979480421686747
P15209	P53767	0.016472138554216868
P15209	P54645	0.00785015060240964
P15209	P63086	0.006014683734939759
P15209	P63319	0.006565323795180723
P15209	P67999	0.00677710843373494
P15209	P68182	0.006052334337349397
P15209	P70600	0.018448795180722892
P15209	P80204	0.006325301204819277
P15209	P97756	0.0065229668674698805
P15209	Q03351	0.08146649096385543
P15209	Q04589	0.02009600903614458
P15209	Q05030	0.009817394578313252
P15209	Q06226	0.006325301204819276
P15209	Q09137	0.00817488704819277
P15209	Q62689	0.012660015060240963
P15209	Q62844	0.016754518072289157
P15209	Q63531	0.008377259036144578
P15209	Q63604	0.15982680722891565
P15209	Q641Z4	0.006344126506024097
P15209	Q64725	0.015295557228915662
P15209	Q66HA1	0.011389307228915662
P15209	Q91XS8	0.0065794427710843375
P15209	Q9JLS3	0.00701242469879518
P15209	Q9R012	0.008631400602409639
P15209	Q9WUD9	0.017131024096385544
P15209	Q9Z2P5	0.006847703313253012
P15306	Q9WVH8	0.007883094879518071
P15331	P12839	0.02659073795180723
P15331	P16884	0.020754894578313254
P15331	P19527	0.029273343373493976
P15331	P21263	0.0072853915662650605
P15331	P21807	0.08659638554216867
P15331	P23565	0.03270896084337349
P15331	P31000	0.04503953313253012
P15331	P47819	0.0389683734939759
P15331	P48675	0.047204442771084335
P15331	P48679	0.010918674698795181
P15331	P70615	0.011012801204819277
P15331	Q10758	0.021837349397590362
P15331	Q5BJY9	0.013601280120481929
P15331	Q63279	0.01331890060240964
P15331	Q6IFU8	0.013742469879518071
P15331	Q6IFV1	0.012989457831325301
P15331	Q6IG00	0.01896649096385542
P15331	Q6IMF3	0.016519201807228916
P15379	P26051	0.028959588353413654
P15392	P04799	0.021931475903614456
P15392	P05178	0.04649849397590362
P15392	P05179	0.048051581325301206
P15392	P05182	0.044710090361445784
P15392	P10633	0.03176769578313253
P15392	P10634	0.033461972891566265
P15392	P11711	0.06720632530120482
P15392	P13107	0.04649849397590362
P15392	P19225	0.04442771084337349
P15392	P24470	0.0495105421686747
P15392	P33274	0.006457078313253012
P15409	P14842	0.006014683734939759
P15409	P15823	0.007341867469879518
P15409	P25095	0.0062029367469879524
P15409	P30680	0.009459713855421686
P15409	P30937	0.008414909638554218
P15409	P33535	0.008461972891566265
P15409	P61169	0.006344126506024097
P15409	P97639	0.006890060240963856
P15508	D3ZHA0	0.01327183734939759
P15508	D3ZHV2	0.017573418674698797
P15508	G3V7L1	0.021460843373493976
P15508	P11530	0.02315512048192771
P15508	P16086	0.023851656626506023
P15508	P30427	0.028990963855421686
P15508	Q2KN99	0.00939382530120482
P15508	Q63598	0.006146460843373494
P15508	Q9QWN8	0.2113140060240964
P15508	Q9QXQ0	0.0390625
P15508	Q9Z1P2	0.039203689759036146
P15532	P19804	0.02682605421686747
P15532	Q05982	0.029085090361445784
P15864	D3ZBN0	0.013365963855421686
P15864	D4A3K5	0.011153990963855422
P15864	P15865	0.013930722891566265
P15920	P25286	0.08400790662650602
P16014	O35314	0.09713855421686747
P16015	P27139	0.029461596385542167
P16015	P48284	0.01148343373493976
P16045	P11762	0.025508283132530122
P16054	D3ZML2	0.011577560240963855
P16054	D4AE59	0.009036144578313253
P16054	E9PSL7	0.01614269578313253
P16054	F1LP90	0.008499623493975903
P16054	F1M0Z1	0.008631400602409639
P16054	F1M7Y5	0.02241152108433735
P16054	O08679	0.015436746987951807
P16054	O08815	0.009600903614457831
P16054	O08875	0.01195406626506024
P16054	O54874	0.01976656626506024
P16054	O88506	0.009120858433734941
P16054	O88764	0.009167921686746988
P16054	P05696	0.055534638554216864
P16054	P08413	0.01120105421686747
P16054	P09216	0.1438253012048193
P16054	P09217	0.021926769578313254
P16054	P11275	0.011389307228915662
P16054	P11730	0.011624623493975904
P16054	P15791	0.011106927710843373
P16054	P18265	0.00785015060240964
P16054	P21708	0.006273531626506025
P16054	P27791	0.02296686746987952
P16054	P30337	0.006089984939759037
P16054	P32577	0.007718373493975903
P16054	P35465	0.010965737951807228
P16054	P36506	0.007920745481927711
P16054	P47196	0.03068524096385542
P16054	P49186	0.006231174698795181
P16054	P49187	0.006089984939759037
P16054	P54645	0.014777861445783132
P16054	P63086	0.006217055722891566
P16054	P63319	0.020001882530120484
P16054	P67999	0.026214231927710843
P16054	P68182	0.02296686746987952
P16054	P68403	0.053840361445783136
P16054	P70600	0.006701807228915663
P16054	P97756	0.009567959337349398
P16054	P97924	0.006941829819277108
P16054	Q01986	0.00806664156626506
P16054	Q03114	0.007144201807228916
P16054	Q04589	0.006890060240963856
P16054	Q06226	0.028285015060240965
P16054	Q09137	0.014118975903614458
P16054	Q62689	0.0062688253012048185
P16054	Q62844	0.007868975903614458
P16054	Q62868	0.018872364457831324
P16054	Q62915	0.009506777108433735
P16054	Q62925	0.008207831325301205
P16054	Q63092	0.00921027861445783
P16054	Q63433	0.030920557228915662
P16054	Q63470	0.007868975903614458
P16054	Q63531	0.01661332831325301
P16054	Q63538	0.00652296686746988
P16054	Q63604	0.006306475903614458
P16054	Q63638	0.006657097138554217
P16054	Q63699	0.009600903614457831
P16054	Q641Z4	0.006231174698795181
P16054	Q64725	0.006217055722891568
P16054	Q66HA1	0.008659638554216868
P16054	Q7TPK6	0.006306475903614458
P16054	Q7TT49	0.01873117469879518
P16054	Q810W7	0.01981362951807229
P16054	Q8VHF0	0.015060240963855422
P16054	Q91XS8	0.01016566265060241
P16054	Q9JIH7	0.006955948795180723
P16054	Q9JLS3	0.008847891566265061
P16054	Q9QY78	0.008226656626506025
P16054	Q9R012	0.013177710843373495
P16054	Q9WUD9	0.006890060240963856
P16054	Q9Z2A6	0.009045557228915662
P16056	D3ZML2	0.006362951807228915
P16056	O08679	0.006852409638554217
P16056	O08775	0.015295557228915662
P16056	O35346	0.01854292168674699
P16056	O88506	0.006795933734939759
P16056	P05696	0.007210090361445783
P16056	P11345	0.010730421686746988
P16056	P15127	0.019390060240963857
P16056	P20786	0.014589608433734939
P16056	P32577	0.017507530120481927
P16056	P35465	0.006941829819277108
P16056	P35739	0.0182605421686747
P16056	P36506	0.006127635542168674
P16056	P47196	0.006344126506024097
P16056	P53767	0.01637801204819277
P16056	P54645	0.0065606174698795185
P16056	P63086	0.006235881024096386
P16056	P68403	0.007210090361445783
P16056	P70600	0.01873117469879518
P16056	Q01986	0.006108810240963856
P16056	Q03114	0.00597703313253012
P16056	Q03351	0.016283885542168676
P16056	Q04589	0.018166415662650603
P16056	Q05030	0.015577936746987951
P16056	Q06226	0.007341867469879518
P16056	Q09137	0.006457078313253012
P16056	Q62689	0.011568147590361446
P16056	Q62844	0.016001506024096387
P16056	Q63531	0.008160768072289156
P16056	Q63604	0.01797816265060241
P16056	Q63699	0.007181852409638554
P16056	Q64725	0.015060240963855422
P16056	Q66HA1	0.011765813253012049
P16056	Q8VHF0	0.006890060240963856
P16056	Q99J82	0.007718373493975903
P16056	Q9WUD9	0.01609563253012048
P16056	Q9Z2A6	0.0066876882530120495
P16056	Q9Z2P5	0.007774849397590361
P16092	D4AE59	0.0074501129518072294
P16092	F1LP90	0.007741905120481928
P16092	O08679	0.00941265060240964
P16092	O08775	0.03205007530120482
P16092	O08815	0.008645519578313252
P16092	O08875	0.006033509036144578
P16092	O35158	0.008273719879518074
P16092	O35346	0.0182605421686747
P16092	O55005	0.007485410391566264
P16092	O88506	0.008396084337349398
P16092	P05696	0.008123117469879518
P16092	P09216	0.007195971385542167
P16092	P11345	0.010495105421686747
P16092	P15127	0.0208019578313253
P16092	P20786	0.015342620481927713
P16092	P21708	0.006287650602409638
P16092	P32577	0.01957831325301205
P16092	P35465	0.007718373493975903
P16092	P35739	0.02084902108433735
P16092	P36506	0.006089984939759037
P16092	P47196	0.0062688253012048185
P16092	P49185	0.006217055722891568
P16092	P49187	0.006381777108433735
P16092	P53767	0.031155873493975902
P16092	P63319	0.0072853915662650605
P16092	P67999	0.007412462349397591
P16092	P68403	0.008631400602409639
P16092	P70600	0.017036897590361446
P16092	P80204	0.0066170933734939754
P16092	P97685	0.00808546686746988
P16092	P97756	0.0062029367469879524
P16092	P97874	0.006720632530120482
P16092	Q01986	0.006127635542168674
P16092	Q03114	0.007228915662650602
P16092	Q03351	0.01948418674698795
P16092	Q04589	0.15785015060240964
P16092	Q05030	0.014848456325301206
P16092	Q06226	0.006419427710843372
P16092	Q62689	0.011939947289156627
P16092	Q62844	0.016566265060240965
P16092	Q63433	0.007774849397590361
P16092	Q63531	0.00821253765060241
P16092	Q63538	0.006739457831325301
P16092	Q63604	0.02028426204819277
P16092	Q63699	0.007417168674698795
P16092	Q641Z4	0.006362951807228915
P16092	Q64725	0.015248493975903615
P16092	Q66HA1	0.012283509036144578
P16092	Q8VHF0	0.00910203313253012
P16092	Q9JLS3	0.006795933734939759
P16092	Q9QY78	0.00650414156626506
P16092	Q9R012	0.007774849397590361
P16092	Q9WUD9	0.017036897590361446
P16110	P11762	0.006890060240963856
P16125	P04642	0.05035768072289157
P16125	P42123	0.06372364457831325
P16330	P13233	0.0783132530120482
P16381	Q3B8Q2	0.019907756024096387
P16381	Q5RKI1	0.017507530120481927
P16381	Q641Y8	0.012848268072289157
P16388	O88943	0.00941265060240964
P16388	P10499	0.09600903614457831
P16388	P15385	0.06325301204819277
P16388	P19024	0.059817394578313254
P16388	P63142	0.07445406626506024
P16388	Q62897	0.025508283132530122
P16388	Q63881	0.025178840361445784
P16390	O88943	0.00941265060240964
P16390	P10499	0.06814759036144578
P16390	P15385	0.06358245481927711
P16390	P19024	0.060758659638554216
P16390	P63142	0.06861822289156627
P16390	Q62897	0.025320030120481927
P16390	Q63881	0.025602409638554216
P16460	P09034	0.07972515060240964
P16546	D3ZHV2	0.00768542921686747
P16546	P16086	0.47270331325301207
P16546	Q9QWN8	0.026313232842082604
P16546	Q9QXQ0	0.026449548192771084
P16546	Q9Z1P2	0.016679216867469877
P16627	O88600	0.027484939759036143
P16627	P06761	0.07666603915662651
P16627	P14659	0.10118599397590361
P16627	P48721	0.054405120481927714
P16627	P55063	0.12396460843373494
P16627	P63018	0.10495105421686747
P16627	Q63617	0.021319653614457833
