human	fly	score
P11712	Q9V769	0.013192668371696505
P11712	Q9V771	0.011352657004830919
P11712	Q9V773	0.012148337595907928
P11712	Q9VA27	0.012119920431940892
P11712	Q9VCW1	0.0159846547314578
P11712	Q9VE00	0.011025859619210002
P11712	Q9VE01	0.012119920431940894
P11712	Q9VFJ0	0.010372264847968172
P11712	Q9VFP1	0.014009661835748791
P11712	Q9VG17	0.024936061381074168
P11712	Q9VGB3	0.010343847684001138
P11712	Q9VGB4	0.009576584256891164
P11712	Q9VMT5	0.010699062233589088
P11712	Q9VRB3	0.01118925831202046
P11712	Q9VRI9	0.010919295254333617
P11712	Q9VRM7	0.017547598749644785
P11712	Q9VVN6	0.010613810741687978
P11712	Q9VVR9	0.011601307189542484
P11712	Q9VWR5	0.02188121625461779
P11712	Q9VXY0	0.013817845978971299
P11712	Q9VYY4	0.012098607558965616
P11766	P46415	0.07864450127877237
P11801	A1Z7T0	0.017050298380221655
P11801	A1Z9X0	0.016766126740551293
P11801	A8DYP0	0.018115942028985508
P11801	O61267	0.024936061381074168
P11801	O61443	0.013839158851946576
P11801	O61661	0.019820971867007674
P11801	O62618	0.013412901392441036
P11801	O97143	0.02195225916453538
P11801	P05130	0.020034100596760442
P11801	P12370	0.020886615515771527
P11801	P13368	0.010144927536231885
P11801	P13677	0.017334470019892016
P11801	P13678	0.018258027848820687
P11801	P16912	0.021241830065359478
P11801	P23572	0.011572890025575445
P11801	P23573	0.013597612958226769
P11801	P23647	0.019820971867007674
P11801	P32865	0.012887183859050867
P11801	P32866	0.013562091503267974
P11801	P40417	0.013711281614094913
P11801	P48609	0.013626030122193806
P11801	P49071	0.024012503552145497
P11801	P49657	0.009846547314578005
P11801	P49762	0.011764705882352941
P11801	P52304	0.017050298380221655
P11801	P83099	0.017121341290139244
P11801	P83100	0.014421710713270815
P11801	P83101	0.012148337595907928
P11801	P92208	0.013356067064506962
P11801	Q00168	0.03324808184143223
P11801	Q03042	0.01911054276783177
P11801	Q03043	0.017973856209150325
P11801	Q0KHQ5	0.013185564080704747
P11801	Q24210	0.020744529695936344
P11801	Q24324	0.012006251776072749
P11801	Q7PLI7	0.026285876669508382
P11801	Q8INB9	0.019536800227337312
P11801	Q8IR79	0.010287013356067066
P11801	Q8T0S6	0.013128729752770674
P11801	Q9NBK5	0.01548735436203467
P11801	Q9V3D5	0.0114947428246661
P11801	Q9V3I5	0.013199772662688264
P11801	Q9V3Q6	0.012944018186984938
P11801	Q9VA38	0.014236999147485082
P11801	Q9VEZ5	0.012858766695083831
P11801	Q9VI13	0.01918158567774936
P11801	Q9VKN7	0.01875532821824382
P11801	Q9VP22	0.011714975845410628
P11801	Q9VT57	0.01119636260301222
P11801	Q9VWQ2	0.014705882352941176
P11801	Q9VXE5	0.018897414038079
P11801	Q9W354	0.014990053992611538
P11802	O61443	0.01974992895709008
P11802	O61661	0.012148337595907928
P11802	O62618	0.021810173344700198
P11802	O97143	0.012396987780619494
P11802	P00522	0.010556976413753907
P11802	P00528	0.009960215970446148
P11802	P05130	0.00966183574879227
P11802	P08181	0.01271668087524865
P11802	P10676	0.009057971014492754
P11802	P11346	0.010123614663256607
P11802	P12370	0.009306621199204319
P11802	P13368	0.010336743393009377
P11802	P13678	0.010095197499289572
P11802	P16912	0.01118925831202046
P11802	P18106	0.012013356067064506
P11802	P18431	0.017476555839727195
P11802	P23572	0.031187837453822108
P11802	P23573	0.03175618073316283
P11802	P23647	0.014776925262858768
P11802	P32865	0.010045467462347258
P11802	P32866	0.009555271383915886
P11802	P40417	0.024296675191815855
P11802	P48609	0.030619494174481388
P11802	P49071	0.010116510372264848
P11802	P49657	0.01612674055129298
P11802	P49762	0.012830349531116796
P11802	P52304	0.010535663540778631
P11802	P83099	0.009818130150610968
P11802	P83100	0.01932367149758454
P11802	P83101	0.016695083830633704
P11802	P92208	0.020886615515771527
P11802	Q00168	0.014023870417732311
P11802	Q03042	0.009768400113668656
P11802	Q03043	0.010208866155157715
P11802	Q07407	0.010152031827223641
P11802	Q0KHQ5	0.012091503267973855
P11802	Q24324	0.011437908496732025
P11802	Q7PLI7	0.01105427678317704
P11802	Q8INB9	0.009491332764990054
P11802	Q8T0S6	0.011793123046319976
P11802	Q9V3D5	0.018329070758738276
P11802	Q9V9J3	0.009960215970446148
P11802	Q9VBW3	0.0103154305200341
P11802	Q9VEZ5	0.011409491332764992
P11802	Q9VI13	0.014847968172776357
P11802	Q9VKN7	0.01307899971582836
P11802	Q9VP22	0.025859619210002842
P11802	Q9VPC0	0.027067348678601874
P11802	Q9VT57	0.023515203182722363
P11802	Q9VWQ2	0.010862460926399543
P11802	Q9VXE5	0.011899687411196362
P11802	Q9W354	0.02216538789428815
P11831	Q24535	0.030548451264563795
P11926	P40807	0.04660414890593919
P11926	P40808	0.0414180164819551
P11940	P16914	0.01140949133276499
P11940	P21187	0.06305058255186133
P11940	Q8MSV2	0.010599602159704463
P11940	Q8T6B9	0.011658141517476557
P11940	Q94901	0.010393577720943448
P12004	P17917	0.05640807047456664
P12004	Q9VIT0	0.03878942881500426
P12035	P08928	0.014492753623188406
P12035	Q03427	0.01648195510088093
P12036	P08928	0.013192668371696505
P12036	Q03427	0.0126385336743393
P12107	P08120	0.03138178459789713
P12109	P08120	0.013954240292955127
P12110	P08120	0.01384212813765522
P12111	P08120	0.012526192193711372
P12111	Q868Z9	0.010038363171355499
P12235	Q9VM51	0.010681301506109691
P12235	Q9VQ37	0.008809320829781187
P12235	Q9VQG4	0.00924505067727574
P12236	Q9VM51	0.010848252344416028
P12236	Q9VQG4	0.009666571942786775
P12259	Q94887	0.010379369138959933
P12268	Q07152	0.10187553282182438
P12270	A1Z8P9	0.049730036942313156
P12277	P48610	0.04134697357203751
P12429	P22464	0.023664393293549305
P12429	Q9VXG4	0.01973098418111206
P12532	P48610	0.03822108553566354
P12544	A0A126GUP6	0.012176754759874965
P12544	B7YZU2	0.015913611821540212
P12544	P04814	0.011025859619210002
P12544	P35005	0.012396987780619494
P12544	P42279	0.014563796533105995
P12544	P98159	0.014990053992611538
P12544	Q9V3Z2	0.013242398408638818
P12643	O61643	0.011295822676896846
P12643	P07713	0.04028132992327366
P12643	P27091	0.024438761011651038
P12644	O61643	0.011516055697641374
P12644	P07713	0.04056550156294402
P12644	P27091	0.020744529695936344
P12645	O61643	0.010699062233589088
P12645	P07713	0.016624040920716114
P12645	P27091	0.01577152600170503
P12814	M9MRD1	0.02500710429099176
P12814	P13395	0.02703182722364308
P12814	P62152	0.008922989485649332
P12814	Q00963	0.061025859619210004
P12814	Q9VDW6	0.023302074452969595
P12814	Q9VEN1	0.018613242398408638
P12821	Q10714	0.07480818414322252
P12821	Q9VLJ6	0.06585677749360613
P12829	P06742	0.014421710713270815
P12829	P47948	0.008347541915316852
P12829	P49258	0.013434214265416314
P12829	P54357	0.02216538789428815
P12829	P62152	0.015416311452117078
P12830	P33450	0.014419934640522873
P12830	Q24292	0.014004647042107554
P12830	Q24298	0.011819764137539077
P12830	Q9V5N8	0.018397745571658616
P12830	Q9VAF5	0.014080704745666382
P12830	Q9VGG5	0.010783327018408007
P12830	Q9VGW1	0.010628019323671498
P12830	Q9VJB6	0.014576229042341574
P12830	Q9VW71	0.013603114229712695
P12882	P05661	0.28502415458937197
P12882	P10676	0.028132992327365727
P12882	P35415	0.05775788576300085
P12882	Q01989	0.05683432793407218
P12882	Q23978	0.05697641375390736
P12882	Q23979	0.06173628871838591
P12882	Q99323	0.17561807331628304
P12882	Q9V3Z6	0.06777493606138107
P12883	P05661	0.29333617504973003
P12883	P10676	0.026925262858766695
P12883	P35415	0.05470304063654447
P12883	Q01989	0.0574026712134129
P12883	Q23978	0.05996021597044615
P12883	Q23979	0.06514634839443023
P12883	Q99323	0.17938334754191532
P12883	Q9V3Z6	0.07154021028701335
P12931	A1Z7T0	0.011274509803921568
P12931	O61443	0.012588803637396987
P12931	O61661	0.009434498437055983
P12931	O62618	0.012262006251776073
P12931	O97143	0.012340153452685422
P12931	P00522	0.054631997726626885
P12931	P00528	0.07402671213412901
P12931	P04412	0.023231031543052002
P12931	P05130	0.011572890025575445
P12931	P09208	0.024367718101733448
P12931	P11346	0.01967888604717249
P12931	P12370	0.009406081273088946
P12931	P13368	0.025859619210002842
P12931	P13678	0.009462915601023017
P12931	P16912	0.00938476840011367
P12931	P18106	0.029553850525717535
P12931	P18475	0.018897414038079
P12931	P23572	0.011167945439045182
P12931	P23573	0.011217675475987498
P12931	P32866	0.009846547314578007
P12931	P40417	0.011295822676896846
P12931	P48609	0.013242398408638818
P12931	P52304	0.009960215970446148
P12931	P83100	0.010784313725490198
P12931	Q05652	0.009903381642512078
P12931	Q07407	0.024865018471156578
P12931	Q07553	0.012475134981528843
P12931	Q08012	0.012034668940039784
P12931	Q09147	0.023870417732310314
P12931	Q0KHQ5	0.012098607558965616
P12931	Q24145	0.0254333617504973
P12931	Q24324	0.009768400113668656
P12931	Q27324	0.01918158567774936
P12931	Q6AWJ9	0.016624040920716114
P12931	Q7JQ32	0.011878374538221085
P12931	Q7PLI7	0.011821540210287014
P12931	Q8INB9	0.009960215970446148
P12931	Q8IR79	0.01548735436203467
P12931	Q8T0S6	0.011906791702188122
P12931	Q9I7F7	0.023728331912475135
P12931	Q9V3Q6	0.016766126740551293
P12931	Q9V422	0.017902813299232736
P12931	Q9V9J3	0.07892867291844274
P12931	Q9VBW3	0.026783177038931516
P12931	Q9VKN7	0.010585393577720944
P12931	Q9VP22	0.012119920431940892
P12931	Q9VXE5	0.011764705882352941
P12931	Q9VZI2	0.026072747939755614
P12956	Q23976	0.020460358056265986
P12980	P10627	0.009114805342426827
P13056	P10734	0.011025859619210002
P13056	P13054	0.012006251776072749
P13056	P13055	0.01584256891162262
P13056	P15370	0.011906791702188122
P13056	P16375	0.018684285308326228
P13056	P17672	0.010535663540778631
P13056	P18102	0.012883631713554987
P13056	P20153	0.015675618073316282
P13056	P31396	0.01562944018186985
P13056	P33244	0.014919011082693947
P13056	P34021	0.014847968172776357
P13056	P45447	0.01577152600170503
P13056	P49866	0.015664961636828643
P13056	P49869	0.014634839443023587
P13056	Q05192	0.010794970161977835
P13056	Q24142	0.018506678033532255
P13056	Q24143	0.01162262006251776
P13056	Q9VML1	0.014350667803353225
P13284	Q9VCK1	0.009548167092924126
P13349	P22816	0.020176186416595625
P13378	P02833	0.01804489911906792
P13378	P02835	0.014421710713270815
P13378	P07548	0.014990053992611538
P13378	P09085	0.011324239840863882
P13378	P09087	0.012588803637396987
P13378	P09089	0.01118925831202046
P13378	P10105	0.01140949133276499
P13378	P10181	0.009526854219948849
P13378	P22807	0.009633418584825236
P13378	P31264	0.012418300653594772
P13378	P83949	0.01562944018186985
P13378	Q04787	0.009107701051435066
P13378	Q4V5A3	0.009001136686558681
P13497	P25723	0.06987070190394998
P13497	Q9W332	0.020625626299337438
P13533	P05661	0.22150824097755045
P13533	P10676	0.026854219948849106
P13533	P35415	0.05484512645637965
P13533	Q01989	0.058184143222506396
P13533	Q23978	0.05861040068201193
P13533	Q23979	0.062162546177891444
P13533	Q99323	0.17576015913611823
P13533	Q9V3Z6	0.07082978118783745
P13535	P05661	0.21672705314009666
P13535	P10676	0.028061949417448138
P13535	P35415	0.05640807047456664
P13535	Q01989	0.056692242114237
P13535	Q23978	0.057473714123330494
P13535	Q23979	0.06194941744813868
P13535	Q99323	0.17497868712702472
P13535	Q9V3Z6	0.06862745098039216
P13569	P91660	0.03342095292223169
P13569	Q00449	0.012812588803637396
P13569	Q00748	0.011670574026712132
P13569	Q9VL32	0.016595623756749077
P13584	O46054	0.030335322534811027
P13584	P33269	0.037794828076158
P13584	P82711	0.015061096902529127
P13584	P82712	0.013071895424836602
P13584	P82713	0.012148337595907928
P13584	Q27594	0.014279624893435636
P13584	Q27606	0.03260869565217391
P13584	Q9V3S0	0.029695936345552714
P13584	Q9V419	0.01300085251491901
P13584	Q9V4I1	0.015061096902529127
P13584	Q9V4T5	0.03324808184143223
P13584	Q9V4U7	0.018897414038079
P13584	Q9V4U9	0.01875532821824382
P13584	Q9V557	0.028132992327365727
P13584	Q9V558	0.02784882068769537
P13584	Q9V675	0.01351236146632566
P13584	Q9V676	0.013817845978971299
P13584	Q9V769	0.017192384200056834
P13584	Q9V771	0.016837169650468883
P13584	Q9V773	0.016339869281045753
P13584	Q9VA27	0.039286729184427396
P13584	Q9VCW1	0.017050298380221655
P13584	Q9VE00	0.012475134981528843
P13584	Q9VE01	0.014492753623188406
P13584	Q9VFJ0	0.02188121625461779
P13584	Q9VFP1	0.013931514634839442
P13584	Q9VG17	0.01045751633986928
P13584	Q9VG82	0.014563796533105995
P13584	Q9VGB3	0.01903949985791418
P13584	Q9VGB4	0.018186984938903097
P13584	Q9VGZ0	0.010095197499289572
P13584	Q9VMT5	0.012063086104006821
P13584	Q9VMT6	0.012801932367149757
P13584	Q9VQD2	0.010585393577720944
P13584	Q9VRB3	0.01562944018186985
P13584	Q9VRI9	0.014350667803353225
P13584	Q9VS78	0.019465757317419723
P13584	Q9VVN6	0.029909065075305486
P13584	Q9VVR9	0.010883773799374821
P13584	Q9VWR5	0.012233589087809036
P13584	Q9VXY0	0.037794828076158
P13584	Q9VYQ5	0.011878374538221085
P13584	Q9VYT8	0.013270815572605855
P13584	Q9VYY4	0.033532253481102586
P13591	A8DYP0	0.011852799090650755
P13591	O97394	0.01427488869944113
P13591	P15364	0.011480534242682578
P13591	P16621	0.013434214265416314
P13591	P20241	0.013990717059770766
P13591	P34082	0.030335322534811027
P13591	Q24372	0.011601307189542482
P13591	Q6AWJ9	0.011594202898550725
P13591	Q9I7U4	0.011808515676802122
P13591	Q9VN14	0.011942313157146917
P13591	Q9VS29	0.015241664298569671
P13591	Q9VZZ4	0.012308184143222507
P13611	P07207	0.010807600012629842
P13611	P10041	0.012277990906507528
P13611	P18168	0.010848252344416026
P13611	P33450	0.01170787155441887
P13611	Q9VW71	0.0110436203466894
P13611	Q9W332	0.010453964194373402
P13612	P12080	0.033034953111679456
P13612	Q24247	0.035379369138959935
P13612	Q9W1M8	0.027706734867860187
P13631	P10734	0.011217675475987498
P13631	P13054	0.011572890025575445
P13631	P13055	0.02593066211992043
P13631	P15370	0.01119636260301222
P13631	P16375	0.02230747371412333
P13631	P17672	0.020176186416595625
P13631	P18102	0.014990053992611538
P13631	P20153	0.020034100596760442
P13631	P31396	0.016766126740551293
P13631	P33244	0.01562944018186985
P13631	P34021	0.01853864734299517
P13631	P45447	0.015785734583688548
P13631	P49866	0.0225206024438761
P13631	P49869	0.027422563228189825
P13631	Q05192	0.012105711849957375
P13631	Q24142	0.014847968172776357
P13631	Q24143	0.011871270247229325
P13631	Q9VML1	0.014634839443023587
P13637	P13607	0.23138675760159136
P13637	P22700	0.052429667519181586
P13639	P13060	0.19742824666098324
P13639	Q9VCX4	0.012148337595907928
P13645	P08928	0.011572890025575449
P13645	Q03427	0.012311736288718386
P13646	P08928	0.013299232736572889
P13646	Q03427	0.01483375959079284
P13647	P08928	0.016624040920716114
P13647	Q03427	0.015416311452117078
P13667	P47938	0.00829070758738278
P13667	P54399	0.022468504309936535
P13667	Q9V438	0.014488017429193902
P13667	Q9VYV3	0.013071895424836602
P13682	A1Z9R4	0.010329004790321925
P13682	P07247	0.015940252912759304
P13682	P07664	0.010929951690821258
P13682	P07665	0.011556313346594677
P13682	P08044	0.012298711755233494
P13682	P08155	0.025208392535758267
P13682	P08970	0.019785450412048877
P13682	P13360	0.018934204116429182
P13682	P15619	0.017489749522997606
P13682	P19538	0.010578289286729185
P13682	P20385	0.016348039215686276
P13682	P23803	0.013384799974740303
P13682	P25932	0.012967225537558018
P13682	P28166	0.010395515254850295
P13682	P39413	0.015159767610748002
P13682	P39768	0.011494979634365824
P13682	P51521	0.009700909349246944
P13682	Q24266	0.009720446149474286
P13682	Q7K0S9	0.010731031543052001
P13682	Q8I7Z8	0.011107720426774138
P13682	Q8ST83	0.011280430046414703
P13682	Q8T053	0.010057307947333524
P13682	Q9U405	0.013900729373875154
P13682	Q9VDZ3	0.014947428246660984
P13682	Q9VH70	0.01597399829497016
P13682	Q9VHJ6	0.009462915601023017
P13682	Q9VHM6	0.014137369923814933
P13682	Q9VI93	0.01593729279151274
P13682	Q9VJN5	0.013795518207282911
P13682	Q9VQ56	0.018849079486867207
P13682	Q9VQS7	0.01551300874617158
P13682	Q9VQU9	0.015997679264942687
P13682	Q9VR05	0.022840295538505254
P13682	Q9VZN4	0.009962288055318746
P13688	P20241	0.009384768400113668
P13688	Q9VS29	0.010919295254333617
P13693	Q9VGS2	0.021028701335606706
P13807	Q9VFC8	0.11643932935493038
P13861	P16905	0.03111679454390452
P13861	P81900	0.05235862460926399
P13861	Q03042	0.01918158567774936
P13861	Q03043	0.01882637112816141
P13866	P83740	0.009988633134413187
P13928	P22464	0.02441744813867576
P13928	Q9VXG4	0.03162119920431941
P13929	P15007	0.09107701051435067
P13942	P08120	0.02925813441318556
P13984	P41900	0.032324524012503554
P13994	Q7K0F0	0.04376243250923558
P13995	O96553	0.030548451264563795
P14136	P08928	0.020318272236430804
P14136	Q03427	0.020886615515771527
P14210	B7YZU2	0.012368570616652459
P14210	P13582	0.010173344700198919
P14210	P35005	0.009107701051435066
P14210	P42279	0.011714975845410628
P14210	P42280	0.01162262006251776
P14210	P98159	0.010017050298380221
P14317	Q9VU84	0.010365160556976413
P14384	P42787	0.044330775788576304
P14415	Q24046	0.018329070758738276
P14415	Q24048	0.014634839443023587
P14416	P30974	0.011466325660699063
P14416	Q4LBB6	0.014997158283603295
P14416	Q4LBB9	0.014887041773231031
P14416	Q8IN35	0.009988633134413187
P14416	Q8IS44	0.020389315146348397
P14416	Q9VML9	0.009768400113668656
P14543	A1Z877	0.024107227432035614
P14543	P98163	0.014450127877237852
P14543	Q95RU0	0.011928104575163398
P14616	O61443	0.010287013356067066
P14616	O61661	0.01126740551292981
P14616	P00522	0.026712134129013923
P14616	P00528	0.024225632281898266
P14616	P04412	0.01781045751633987
P14616	P09208	0.10542767831770389
P14616	P11346	0.017050298380221655
P14616	P13368	0.033816425120772944
P14616	P18106	0.02514919011082694
P14616	P18475	0.02230747371412333
P14616	P23647	0.01126740551292981
P14616	Q05652	0.009576584256891164
P14616	Q07407	0.030335322534811027
P14616	Q07553	0.009690252912759307
P14616	Q09147	0.03097470872406934
P14616	Q23977	0.009903381642512078
P14616	Q24145	0.02500710429099176
P14616	Q27324	0.018329070758738276
P14616	Q6AWJ9	0.021454958795112247
P14616	Q8IR79	0.013157146916737708
P14616	Q8T0S6	0.01067064506962205
P14616	Q9I7F7	0.0225206024438761
P14616	Q9V3Q6	0.01562944018186985
P14616	Q9V422	0.018186984938903097
P14616	Q9V9J3	0.026712134129013923
P14616	Q9VBW3	0.0319693094629156
P14616	Q9VI13	0.01083404376243251
P14616	Q9VZI2	0.02209434498437056
P14618	O62619	0.09718670076726342
P14621	P56544	0.012318840579710146
P14625	P02828	0.07395566922421143
P14635	P14785	0.02287581699346405
P14635	P20439	0.03566354077863029
P14635	P54733	0.014180164819551009
P14635	Q9I7I0	0.02522023302074453
P14649	P06742	0.013626030122193806
P14649	P40423	0.008979823813583405
P14649	P47947	0.008368854788292128
P14649	P47948	0.009221369707303213
P14649	P47949	0.00872406933788008
P14649	P48593	0.00872406933788008
P14649	P49258	0.014066496163682864
P14649	P54357	0.02280477408354646
P14649	P62152	0.017405512929809606
P14651	P02833	0.014847968172776357
P14651	P02835	0.01562944018186985
P14651	P02836	0.010507246376811592
P14651	P05527	0.009981528843421426
P14651	P06602	0.011572890025575445
P14651	P07548	0.01584256891162262
P14651	P09085	0.01075589656152316
P14651	P09087	0.011409491332764992
P14651	P09089	0.01389599317988065
P14651	P10105	0.012425404944586532
P14651	P10181	0.010947712418300653
P14651	P18488	0.010208866155157715
P14651	P20009	0.009825234441602729
P14651	P22711	0.009192952543336174
P14651	P22807	0.010755896561523159
P14651	P22808	0.009988633134413186
P14651	P22809	0.010642227905655017
P14651	P31264	0.01605569764137539
P14651	P83949	0.01343421426541631
P14651	Q03372	0.009931798806479115
P14651	Q04787	0.01111111111111111
P14651	Q24255	0.010343847684001137
P14651	Q24256	0.010201761864165958
P14651	Q4V5A3	0.01140949133276499
P14651	Q9VEI9	0.010095197499289572
P14652	P02833	0.013462631429383348
P14652	P02835	0.012944018186984938
P14652	P02836	0.009491332764990056
P14652	P05527	0.011025859619210002
P14652	P06602	0.011793123046319976
P14652	P07548	0.013711281614094913
P14652	P09081	0.00951974992895709
P14652	P09085	0.009988633134413186
P14652	P09087	0.011430804205740266
P14652	P09089	0.012858766695083831
P14652	P10035	0.009853651605569762
P14652	P10105	0.013412901392441036
P14652	P10181	0.010429099175902247
P14652	P18488	0.010507246376811595
P14652	P20009	0.009846547314578007
P14652	P22807	0.010258596192100029
P14652	P22808	0.009356351236146632
P14652	P22809	0.009818130150610968
P14652	P31264	0.021028701335606706
P14652	P83949	0.012887183859050867
P14652	Q03372	0.009548167092924125
P14652	Q04787	0.011139528275078149
P14652	Q24255	0.010343847684001137
P14652	Q24256	0.009846547314578005
P14652	Q4V5A3	0.01083404376243251
P14652	Q9VEI9	0.009548167092924126
P14672	A1Z8N1	0.020815572605853937
P14672	Q8IRI6	0.06386757601591361
P14678	Q05856	0.027635691957942597
P14735	P22817	0.1329923273657289
P14859	P16241	0.03111679454390452
P14859	P31368	0.03758169934640523
P14859	P31369	0.03495311167945439
P14859	Q9VK71	0.03509519749928957
P14867	P17644	0.009271099744245524
P14867	Q94900	0.03580562659846547
P14867	Q9V9Y4	0.020389315146348393
P14921	P11536	0.013078999715828363
P14921	P20105	0.013050582551861324
P14921	P29774	0.01974992895709008
P14921	P29775	0.010919295254333617
P14921	P29776	0.01854219948849105
P14921	P51023	0.02280477408354646
P14921	Q01842	0.01096902529127593
P14921	Q04688	0.015146348394430235
P14921	Q8MRW5	0.01804489911906792
P14923	P18824	0.12411196362603012
P15036	P11536	0.01337737993748224
P15036	P20105	0.013405797101449275
P15036	P29774	0.019820971867007674
P15036	P29775	0.011025859619210002
P15036	P29776	0.01854219948849105
P15036	P51023	0.022556123898834896
P15036	Q01842	0.011302926967888604
P15036	Q04688	0.015036231884057972
P15036	Q8MRW5	0.018186984938903097
P15056	A1Z9X0	0.009768400113668656
P15056	O61267	0.010727479397556123
P15056	O61443	0.010230179028132993
P15056	O61661	0.011523159988633134
P15056	O62618	0.009633418584825235
P15056	O97143	0.01403807899971583
P15056	P00522	0.017831770389315146
P15056	P00528	0.018258027848820687
P15056	P04412	0.016908212560386472
P15056	P05130	0.01351946575731742
P15056	P09208	0.016908212560386472
P15056	P11346	0.08397271952259165
P15056	P13677	0.013498152884342142
P15056	P13678	0.009960215970446148
P15056	P16912	0.011082693947144074
P15056	P18106	0.01875532821824382
P15056	P18475	0.01184995737425405
P15056	P23647	0.013895993179880647
P15056	P32865	0.010173344700198919
P15056	P32866	0.011651037226484797
P15056	P48609	0.00951974992895709
P15056	P52304	0.014279624893435636
P15056	P83099	0.011139528275078149
P15056	P83100	0.010400682011935208
P15056	P83101	0.00966183574879227
P15056	Q03042	0.009988633134413187
P15056	Q03043	0.010017050298380221
P15056	Q05652	0.014634839443023587
P15056	Q07407	0.01655299801079852
P15056	Q07553	0.012318840579710146
P15056	Q09147	0.014038078999715828
P15056	Q0KHQ5	0.014421710713270815
P15056	Q24145	0.014350667803353225
P15056	Q27324	0.01140949133276499
P15056	Q7JQ32	0.012830349531116796
P15056	Q8INB9	0.0119281045751634
P15056	Q8IR79	0.0140949133276499
P15056	Q8T0S6	0.013071895424836602
P15056	Q9I7F7	0.013761011651037226
P15056	Q9NIV1	0.010997442455242968
P15056	Q9V3Q6	0.018186984938903097
P15056	Q9V422	0.00987496447854504
P15056	Q9V9J3	0.01932367149758454
P15056	Q9VBW3	0.015061096902529127
P15056	Q9VI13	0.016410912190963342
P15056	Q9VKN7	0.010287013356067066
P15056	Q9VP22	0.010450412048877521
P15056	Q9VXE5	0.013704177323103155
P15056	Q9VZI2	0.01548735436203467
P15104	P20477	0.06805910770105143
P15104	P20478	0.07473714123330491
P15153	O18334	0.01061381074168798
P15153	P08646	0.011054276783177039
P15153	P25228	0.010883773799374821
P15153	P40792	0.051435066780335326
P15153	P40793	0.04049445865302643
P15153	P48148	0.0312588803637397
P15153	P48554	0.050724637681159424
P15153	P48555	0.011821540210287014
P15153	Q24192	0.02912759306621199
P15153	Q9VP48	0.010230179028132993
P15153	Q9VUN3	0.010017050298380221
P15153	Q9VZ23	0.011224779766979255
P15169	P42787	0.043513782324524006
P15170	P05303	0.04475703324808184
P15170	P08736	0.04539641943734015
P15170	Q9W074	0.04624893435635124
P15172	P22816	0.01903949985791418
P15173	P22816	0.017263427109974423
P15311	P46150	0.0929951690821256
P15311	Q24564	0.06528843421426542
P15311	Q9V8R9	0.01804489911906792
P15313	P31409	0.12404092071611253
P15313	P35381	0.014776925262858768
P15313	P48602	0.012262006251776073
P15313	Q05825	0.01555839727195226
P15313	Q27331	0.012091503267973855
P15374	P35122	0.032821824381926684
P15374	Q7K5N4	0.011764705882352941
P15498	P00522	0.010421994884910486
P15498	P91621	0.010230179028132993
P15498	Q08012	0.01264563796533106
P15498	Q9XYM0	0.010173344700198919
P15529	Q09101	0.010464620630861041
P15531	P08879	0.03523728331912475
P15586	Q9VEX0	0.04099175902244956
P15621	A1Z9R4	0.010635123614663256
P15621	P07247	0.015312411196362606
P15621	P07664	0.010656605637424052
P15621	P07665	0.010001826817683598
P15621	P08044	0.011720557788332725
P15621	P08155	0.021326404958118515
P15621	P08970	0.0214975845410628
P15621	P13360	0.01625693206575559
P15621	P15619	0.015013734962584069
P15621	P19538	0.009905185906890936
P15621	P20385	0.014734299516908215
P15621	P23803	0.011289902434403712
P15621	P25932	0.012260991353062963
P15621	P28166	0.010154891996324219
P15621	P39413	0.013544395360252134
P15621	P39768	0.0101930083627654
P15621	P51521	0.009406081273088947
P15621	Q24266	0.009930614757980486
P15621	Q7K0S9	0.010166113546868022
P15621	Q8I7Z8	0.010452072792226243
P15621	Q8ST83	0.010362115860837087
P15621	Q8T053	0.010358056265984654
P15621	Q9U405	0.012470161977834609
P15621	Q9VDZ3	0.013138089374236007
P15621	Q9VH70	0.013421900161030599
P15621	Q9VHM6	0.013239162009409234
P15621	Q9VI93	0.014923747276688448
P15621	Q9VJN5	0.014088823935371251
P15621	Q9VQ56	0.016554655678696597
P15621	Q9VQS7	0.014203128184372858
P15621	Q9VQU9	0.01394417484570937
P15621	Q9VR05	0.02053140096618357
P15622	A1Z9R4	0.010143901360866407
P15622	P07247	0.016884962153504355
P15622	P07664	0.011592426825802787
P15622	P07665	0.012128445581131003
P15622	P08044	0.012642846993870012
P15622	P08155	0.02506038647342995
P15622	P08970	0.02080136402387041
P15622	P13360	0.018725619365005552
P15622	P15619	0.01751681348868049
P15622	P19538	0.01051612674055129
P15622	P20385	0.01784945218022797
P15622	P23803	0.012851662404092069
P15622	P25932	0.012306210729058128
P15622	P28166	0.010725488634695794
P15622	P39413	0.01601188784692621
P15622	P39768	0.01157289002557545
P15622	P39770	0.009707776830538976
P15622	P51521	0.009954380302845778
P15622	Q24266	0.009761376553256347
P15622	Q7K0S9	0.010500142085819834
P15622	Q8I7Z8	0.011075277379625202
P15622	Q8ST83	0.01164274888699441
P15622	Q8T053	0.009591976887373307
P15622	Q9U405	0.014759874964478543
P15622	Q9VDZ3	0.014899854869484032
P15622	Q9VH70	0.016217675475987493
P15622	Q9VHJ6	0.009136118215402103
P15622	Q9VHM6	0.014389676819344346
P15622	Q9VI93	0.01696859903381643
P15622	Q9VJN5	0.015089514066496163
P15622	Q9VQ56	0.02003410059676044
P15622	Q9VQS7	0.01678487417511288
